department,focus_group,pain_points,source,processed_text,sentiment
OCHD,OCHD,"State's RR based on state's tax records, there are delays in updating information",meeting_notes,"State's RR based on state's tax records, there are delays in updating information",negative
OCHD,OCHD,"Chris: They run into that issue as well, when they share specs, , already outdated in 5 months they've had a file",meeting_notes,"Chris: They run into that issue as well, when they share specs, , already outdated in 5 months they've had a file",negative
OCHD,OCHD,Looks at all kinds of public data to check ownership - no automated way to push updates,meeting_notes,Looks at all kinds of public data to check ownership - no automated way to push updates,negative
OCHD,OCHD,Sometimes system freezes Appreciate that everything is connected to the parcel and see all records attached to parcel but not able to view case types or what the complaint was related to is a challenge,meeting_notes,Sometimes system freezes Appreciate that everything is connected to the parcel and see all records attached to parcel but not able to view case types or what the complaint was related to is a challenge,negative
OCHD,OCHD,Lack of segmenting records by units,meeting_notes,Lack of segmenting records by units,negative
OCHD,OCHD,Challenge in finding right parcel based on how it's referred to in tax record. (Haven't had many issues related to inactive parcels - can view demo permits and see assessment vacant land – does take some time to put together),meeting_notes,Challenge in finding right parcel based on how it's referred to in tax record. (Haven't had many issues related to inactive parcels - can view demo permits and see assessment vacant land – does take some time to put together),negative
OCHD,OCHD,Run into challenge with corner lots - multiple addresses who they're listed,meeting_notes,Run into challenge with corner lots - multiple addresses who they're listed,negative
OCHD,OCHD,Workaround - they use map view in Image Mate and Google Maps,meeting_notes,Workaround - they use map view in Image Mate and Google Maps,negative
OCHD,OCHD,Have to look at parcel attribute to see if it's a required thing (i.e. RR/CC required),meeting_notes,Have to look at parcel attribute to see if it's a required thing (i.e. RR/CC required),negative
OCHD,OCHD,"Inconsistency with how information recorded in system - sometimes looking at record, RR listed with green bar, other times will say Certificate Issued but won't have RR – possible to have one standard button for that?",meeting_notes,"Inconsistency with how information recorded in system - sometimes looking at record, RR listed with green bar, other times will say Certificate Issued but won't have RR – possible to have one standard button for that?",negative
OCHD,OCHD,Confusing to know whether property has active CofC or smoke cert,meeting_notes,Confusing to know whether property has active CofC or smoke cert,negative
OCHD,OCHD,No training for IPS,meeting_notes,No training for IPS,negative
DOCE,Office Managers,"Missing information: Parcel has owner and PM. For some parcels, a PM or agent in the parcel, but not generated in new cases – have to add manually and sometimes inspectors don't know to do that, then don't have local contact to send",meeting_notes,"Missing information: Parcel has owner and PM. For some parcels, a PM or agent in the parcel, but not generated in new cases – have to add manually and sometimes inspectors don't know to do that, then don't have local contact to send",negative
DOCE,Office Managers,Improvement: Ensure PM or agent generated in new cases*,meeting_notes,Improvement: Ensure PM or agent generated in new cases*,positive
DOCE,Office Managers,When inspectors refer to BAA – certain things that make it so the referral won't count,meeting_notes,When inspectors refer to BAA – certain things that make it so the referral won't count,negative
DOCE,Office Managers,"Under approvals tab – generates DOCE to BAA only works if Dept and case type, case status *CofC cases don't trigger BAA referral workflows",meeting_notes,"Under approvals tab – generates DOCE to BAA only works if Dept and case type, case status *CofC cases don't trigger BAA referral workflows",negative
DOCE,Office Managers,Sanitation notice bar in print queue – 2500 letters – number never changes – can't view anything in it,meeting_notes,Sanitation notice bar in print queue – 2500 letters – number never changes – can't view anything in it,negative
DOCE,Office Managers,"If you accidentally click it, it crashes",meeting_notes,"If you accidentally click it, it crashes",negative
DOCE,Office Managers,When you try to remove all it just spins and never loads *submit IT ticket,meeting_notes,When you try to remove all it just spins and never loads *submit IT ticket,negative
DOCE,Office Managers,Update addresses in IPS – need to click on contact to see updated address -,meeting_notes,Update addresses in IPS – need to click on contact to see updated address -,negative
DOCE,Office Managers,Click on contact to see updated addresses to property print,meeting_notes,Click on contact to see updated addresses to property print,negative
DOCE,Office Managers,Would be nice to see previous addresses,meeting_notes,Would be nice to see previous addresses,positive
DOCE,Office Managers,Address book – 4 addresses under one owner – if corrected,meeting_notes,Address book – 4 addresses under one owner – if corrected,negative
DOCE,Office Managers,Address book: can have 15 different options for one contact – very little validation,meeting_notes,Address book: can have 15 different options for one contact – very little validation,negative
DOCE,Office Managers,Parcel addresses – assessment overwrite is not helpful for addressing purposes – can see previous attempts to correct/update on the parcel,meeting_notes,Parcel addresses – assessment overwrite is not helpful for addressing purposes – can see previous attempts to correct/update on the parcel,negative
DOCE,Office Managers,BAA tickets – manual process to write up in word,meeting_notes,BAA tickets – manual process to write up in word,negative
DOCE,Office Managers,Particular about – they need dispute information – don't like when tickets are 5 pages long,meeting_notes,Particular about – they need dispute information – don't like when tickets are 5 pages long,negative
DOCE,Office Managers,Test setting up BAA ticket as template notice*,meeting_notes,Test setting up BAA ticket as template notice*,negative
DOCE,Office Managers,"has seen up to 90 violations on a case – can take 2 hours, volume of referrals has only gone up",meeting_notes,"has seen up to 90 violations on a case – can take 2 hours, volume of referrals has only gone up",negative
DOCE,Office Managers,Technology Likes Search by complaint number,meeting_notes,Technology Likes Search by complaint number,negative
DOCE,Office Managers,Would be nice to be able to search by violation number,meeting_notes,Would be nice to be able to search by violation number,negative
DOCE,Office Managers,Sometimes people Address book works well for updating ownership – can use to see if owner has more than 1 contact in IPS so you can update the all simultaneously,meeting_notes,Sometimes people Address book works well for updating ownership – can use to see if owner has more than 1 contact in IPS so you can update the all simultaneously,negative
DOCE,Office Managers,"Print queue – likes the organization of it, splits up all notices – tells notices of number of that need to be printed",meeting_notes,"Print queue – likes the organization of it, splits up all notices – tells notices of number of that need to be printed",positive
DOCE,Office Managers,Dislikes Address book can also be flooded with duplicate contacts with same information – ability to merge contacts would be nice,meeting_notes,Dislikes Address book can also be flooded with duplicate contacts with same information – ability to merge contacts would be nice,negative
DOCE,Office Managers,Have to update the lot to make sure everything is updated correctly,meeting_notes,Have to update the lot to make sure everything is updated correctly,negative
DOCE,Office Managers,"If address has a range e.g. 209-12 Milton – if sometimes says 207 Milton, have to know assessed address to find it – won't pop up if within range",meeting_notes,"If address has a range e.g. 209-12 Milton – if sometimes says 207 Milton, have to know assessed address to find it – won't pop up if within range",negative
DOCE,Office Managers,Martin Luthr spelling without an “e”,meeting_notes,Martin Luthr spelling without an “e”,negative
DOCE,Office Managers,Workaround – county map will put you onto the address based on search and will show you parcel/assessed address,meeting_notes,Workaround – county map will put you onto the address based on search and will show you parcel/assessed address,negative
DOCE,Office Managers,"If IPS open too long, it crashes – usually has to restart IPS 3x per day",meeting_notes,"If IPS open too long, it crashes – usually has to restart IPS 3x per day",negative
DOCE,Office Managers,Especially if so many cases,meeting_notes,Especially if so many cases,positive
DOCE,Office Managers,Sometimes if print queue open all day – session has “expired” - reaches it limit,meeting_notes,Sometimes if print queue open all day – session has “expired” - reaches it limit,negative
DOCE,Office Managers,BAA Uses WestLaw to search – sometimes their service address – inspectors have to scroll through actions to see that,meeting_notes,BAA Uses WestLaw to search – sometimes their service address – inspectors have to scroll through actions to see that,negative
DOCE,Office Managers,BAA doesn't input info into contacts – they now have a service address option,meeting_notes,BAA doesn't input info into contacts – they now have a service address option,negative
DOCE,Office Managers,BAA very behing right now – causes CE to be behind on writing tickets,meeting_notes,BAA very behing right now – causes CE to be behind on writing tickets,negative
DOCE,Office Managers,Add mailing info for cert mail to show proof that case is closed,meeting_notes,Add mailing info for cert mail to show proof that case is closed,negative
DOCE,Office Managers,Inspector complaint for BAA – length it takes to complete the BAA process,meeting_notes,Inspector complaint for BAA – length it takes to complete the BAA process,negative
DOCE,Office Managers,"Property cited June 1 ,warning letter 14, referred end of June – BAA not done until end of Sept – have to wait until next spring to do the process again",meeting_notes,"Property cited June 1 ,warning letter 14, referred end of June – BAA not done until end of Sept – have to wait until next spring to do the process again",negative
DOCE,Office Managers,Not much communication between BAA i.e. updates about where they're at/in the dark,meeting_notes,Not much communication between BAA i.e. updates about where they're at/in the dark,negative
DOCE,Office Managers,Capacity thing Communication between BAA and inspectors happens between IPS – BAA leaves inspectors in the dark – more communication would b helpful – could be helpful for IPS to generate summary about BAA actions/process updates,meeting_notes,Capacity thing Communication between BAA and inspectors happens between IPS – BAA leaves inspectors in the dark – more communication would b helpful – could be helpful for IPS to generate summary about BAA actions/process updates,negative
DOCE,Office Managers,I.e. generate email when BAA ticket denied,meeting_notes,I.e. generate email when BAA ticket denied,negative
DOCE,Office Managers,Option for action update to inspector – to automatically email inspectors,meeting_notes,Option for action update to inspector – to automatically email inspectors,negative
DOCE,Office Managers,Inspectors set tickle dates to follow back up on the case,meeting_notes,Inspectors set tickle dates to follow back up on the case,negative
DOCE,Office Managers,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status,meeting_notes,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status,negative
DOCE,Office Managers,Or if in Camino – [PERSON] will process CofOs,meeting_notes,Or if in Camino – [PERSON] will process CofOs,negative
DOCE,Office Managers,Adds copy into Camino,meeting_notes,Adds copy into Camino,negative
DOCE,Permit/Commercial/Electrical Inspectors,[PERSON] Primarily dealing with contractors,meeting_notes,[PERSON] Primarily dealing with contractors,negative
DOCE,Permit/Commercial/Electrical Inspectors,"Using Camino Pull permit and they call for inspection, they call for finals, or if they need power turned on, work with national grid",meeting_notes,"Using Camino Pull permit and they call for inspection, they call for finals, or if they need power turned on, work with national grid",negative
DOCE,Permit/Commercial/Electrical Inspectors,"Inspections – photos, notes",meeting_notes,"Inspections – photos, notes",positive
DOCE,Permit/Commercial/Electrical Inspectors,Commercial Building inspectors Invovled with contractors and subcontractors for new builds,meeting_notes,Commercial Building inspectors Invovled with contractors and subcontractors for new builds,negative
DOCE,Permit/Commercial/Electrical Inspectors,"Use IPS for jobs that are getting completed, any new jobs in Camino",meeting_notes,"Use IPS for jobs that are getting completed, any new jobs in Camino",negative
DOCE,Permit/Commercial/Electrical Inspectors,"At the end of the – generate paperwork for CO or TCO – final plumbing, HVAC – have done all inspections and are finale",meeting_notes,"At the end of the – generate paperwork for CO or TCO – final plumbing, HVAC – have done all inspections and are finale",negative
DOCE,Permit/Commercial/Electrical Inspectors,Uses phone constantly for progress pictures – especially if issues that don't meet code and may go to legal if not fixed – takes a lot of photos,meeting_notes,Uses phone constantly for progress pictures – especially if issues that don't meet code and may go to legal if not fixed – takes a lot of photos,negative
DOCE,Permit/Commercial/Electrical Inspectors,Residential electrical – previously done by commercial building,meeting_notes,Residential electrical – previously done by commercial building,negative
DOCE,Permit/Commercial/Electrical Inspectors,Work directly with Fire department – they work in a different,meeting_notes,Work directly with Fire department – they work in a different,positive
DOCE,Permit/Commercial/Electrical Inspectors,Commercial – fire working hand in hand with permit inspections,meeting_notes,Commercial – fire working hand in hand with permit inspections,negative
DOCE,Permit/Commercial/Electrical Inspectors,Zoning and DPW to a lesser degree,meeting_notes,Zoning and DPW to a lesser degree,negative
DOCE,Permit/Commercial/Electrical Inspectors,Do their 90% of their own scheduling,meeting_notes,Do their 90% of their own scheduling,positive
DOCE,Permit/Commercial/Electrical Inspectors,Warmer dryer weather – c,meeting_notes,Warmer dryer weather – c,negative
DOCE,Permit/Commercial/Electrical Inspectors,5 inspections in a day,meeting_notes,5 inspections in a day,positive
DOCE,Permit/Commercial/Electrical Inspectors,"Check footers, framing, electrical",meeting_notes,"Check footers, framing, electrical",positive
DOCE,Permit/Commercial/Electrical Inspectors,Get power turned on,meeting_notes,Get power turned on,positive
DOCE,Permit/Commercial/Electrical Inspectors,Building without a permit – initiate in IPS,meeting_notes,Building without a permit – initiate in IPS,negative
DOCE,Permit/Commercial/Electrical Inspectors,Refer to BAA and Law,meeting_notes,Refer to BAA and Law,negative
DOCE,Permit/Commercial/Electrical Inspectors,50% of people they write up go BAA/Law,meeting_notes,50% of people they write up go BAA/Law,negative
DOCE,Permit/Commercial/Electrical Inspectors,AS400 – checking ownership and activity – don't ask,meeting_notes,AS400 – checking ownership and activity – don't ask,negative
DOCE,Permit/Commercial/Electrical Inspectors,Ask clerks for that,meeting_notes,Ask clerks for that,negative
DOCE,Permit/Commercial/Electrical Inspectors,"Camino app they just found out about – not great, but better than nothing",meeting_notes,"Camino app they just found out about – not great, but better than nothing",negative
DOCE,Permit/Commercial/Electrical Inspectors,Can take photos directly in the app and add them to the case (easier rather than),meeting_notes,Can take photos directly in the app and add them to the case (easier rather than),negative
DOCE,Permit/Commercial/Electrical Inspectors,Do – make their own schedule,meeting_notes,Do – make their own schedule,negative
DOCE,Permit/Commercial/Electrical Inspectors,Email crucial to what they do and phone calls,meeting_notes,Email crucial to what they do and phone calls,positive
DOCE,Permit/Commercial/Electrical Inspectors,"At one point had IPS tablets – check to see if someone had permits, review permit plans",meeting_notes,"At one point had IPS tablets – check to see if someone had permits, review permit plans",negative
DOCE,Permit/Commercial/Electrical Inspectors,For documenting stages of constructions,meeting_notes,For documenting stages of constructions,positive
DOCE,Permit/Commercial/Electrical Inspectors,In-field access to everything,meeting_notes,In-field access to everything,positive
DOCE,Permit/Commercial/Electrical Inspectors,Verify whether permit was pulled,meeting_notes,Verify whether permit was pulled,negative
DOCE,Permit/Commercial/Electrical Inspectors,Technology Camino - no tickle date – if you don't write down – gets lost,meeting_notes,Technology Camino - no tickle date – if you don't write down – gets lost,negative
DOCE,Permit/Commercial/Electrical Inspectors,Internal due dates – the owner is notified – that's an issue,meeting_notes,Internal due dates – the owner is notified – that's an issue,negative
DOCE,Permit/Commercial/Electrical Inspectors,Lack of training with Camino,meeting_notes,Lack of training with Camino,negative
DOCE,Permit/Commercial/Electrical Inspectors,IPS better for day-to-day activities – aware of glitches and how to bypass issues,meeting_notes,IPS better for day-to-day activities – aware of glitches and how to bypass issues,negative
DOCE,Permit/Commercial/Electrical Inspectors,Format is better Couldn't do periodic inspections with it,meeting_notes,Format is better Couldn't do periodic inspections with it,negative
DOCE,Permit/Commercial/Electrical Inspectors,Told by vendor they could do periodic inspections – but need that support – so if CofC,meeting_notes,Told by vendor they could do periodic inspections – but need that support – so if CofC,negative
DOCE,Permit/Commercial/Electrical Inspectors,Camino – can't create anything as a reminder to do something – task management,meeting_notes,Camino – can't create anything as a reminder to do something – task management,negative
DOCE,Permit/Commercial/Electrical Inspectors,Going backwards Building inspectors – down people – 2 people covering the whole city – capacity,meeting_notes,Going backwards Building inspectors – down people – 2 people covering the whole city – capacity,negative
DOCE,Permit/Commercial/Electrical Inspectors,Projects can go on for,meeting_notes,Projects can go on for,positive
DOCE,Permit/Commercial/Electrical Inspectors,Residential guys – can be completed in 3 months – a lot more residential work going on day to day,meeting_notes,Residential guys – can be completed in 3 months – a lot more residential work going on day to day,negative
DOCE,Permit/Commercial/Electrical Inspectors,System to keep you appraised of that stuff – as good as your input is,meeting_notes,System to keep you appraised of that stuff – as good as your input is,positive
DOCE,Permit/Commercial/Electrical Inspectors,Camino not great for applicants as well – easy to add info i.e. enter someone's license number,meeting_notes,Camino not great for applicants as well – easy to add info i.e. enter someone's license number,negative
DOCE,Permit/Commercial/Electrical Inspectors,Easy to say you're a license electrician – flawed system from a security perspective,meeting_notes,Easy to say you're a license electrician – flawed system from a security perspective,negative
DOCE,Permit/Commercial/Electrical Inspectors,Up to permitting person to contact inspectors – it's not in front of them all the time,meeting_notes,Up to permitting person to contact inspectors – it's not in front of them all the time,negative
DOCE,Permit/Commercial/Electrical Inspectors,"There's a backlog of stuff, especially roofs or driveways, fences – these all go away - scheduling for final inspection doesn't happen",meeting_notes,"There's a backlog of stuff, especially roofs or driveways, fences – these all go away - scheduling for final inspection doesn't happen",negative
DOCE,Permit/Commercial/Electrical Inspectors,They think they're done when they pulling permit,meeting_notes,They think they're done when they pulling permit,negative
DOCE,Permit/Commercial/Electrical Inspectors,“Impossible Piece of Shit” called it initially – keeps cases in front of them,meeting_notes,“Impossible Piece of Shit” called it initially – keeps cases in front of them,negative
DOCE,Permit/Commercial/Electrical Inspectors,Camino is a ghost – things get lost,meeting_notes,Camino is a ghost – things get lost,negative
DOCE,Permit/Commercial/Electrical Inspectors,At a property yesterday [PERSON] cited – contractor told address was 423 – entered permit under 419 W Onondaga (says 419 on the building),meeting_notes,At a property yesterday [PERSON] cited – contractor told address was 423 – entered permit under 419 W Onondaga (says 419 on the building),negative
DOCE,Permit/Commercial/Electrical Inspectors,Front and rear Addressing – ability to see building/mailing addresses in addition to parcel address,meeting_notes,Front and rear Addressing – ability to see building/mailing addresses in addition to parcel address,positive
DOCE,Permit/Commercial/Electrical Inspectors,Could pull permit for address not in the city in Camino – checks and balances issues,meeting_notes,Could pull permit for address not in the city in Camino – checks and balances issues,negative
DOCE,Permit/Commercial/Electrical Inspectors,Notifications via email but difficult to case management from there,meeting_notes,Notifications via email but difficult to case management from there,negative
DOCE,Permit/Commercial/Electrical Inspectors,"No problem with IPS – attachments are easier to see, easier to pull up – fewer issues",meeting_notes,"No problem with IPS – attachments are easier to see, easier to pull up – fewer issues",negative
DOCE,Permit/Commercial/Electrical Inspectors,Every other day can't close completion form because internet issue,meeting_notes,Every other day can't close completion form because internet issue,negative
DOCE,Permit/Commercial/Electrical Inspectors,Not having the ability to timely issue something – not,meeting_notes,Not having the ability to timely issue something – not,negative
DOCE,Permit/Commercial/Electrical Inspectors,Can't print certificates Integration? Personally feels one system would be good for their work,meeting_notes,Can't print certificates Integration? Personally feels one system would be good for their work,negative
DOCE,Permit/Commercial/Electrical Inspectors,As far as permits go – they all,meeting_notes,As far as permits go – they all,positive
DOCE,Permit/Commercial/Electrical Inspectors,Can't send letters with Camino or write violations - challenge,meeting_notes,Can't send letters with Camino or write violations - challenge,negative
DOCE,Permit/Commercial/Electrical Inspectors,Since they don't talk – cross referencing of everything,meeting_notes,Since they don't talk – cross referencing of everything,negative
DOCE,Permit/Commercial/Electrical Inspectors,Clerks have a hard time with Camino,meeting_notes,Clerks have a hard time with Camino,negative
DOCE,Permit/Commercial/Electrical Inspectors,Bonus of Camino – supervisors can write,meeting_notes,Bonus of Camino – supervisors can write,positive
DOCE,Permit/Commercial/Electrical Inspectors,"All the contractors they know, hald can't figure out how to use their phones – they're older",meeting_notes,"All the contractors they know, hald can't figure out how to use their phones – they're older",negative
DOCE,Permit/Commercial/Electrical Inspectors,Only ones that check emails – diy owners – contractors think everything is spam,meeting_notes,Only ones that check emails – diy owners – contractors think everything is spam,negative
DOCE,Permit/Commercial/Electrical Inspectors,"For HVAC – some are using third party companies for the permitting pulling, scheduling inspections, instead of having the actual company do it",meeting_notes,"For HVAC – some are using third party companies for the permitting pulling, scheduling inspections, instead of having the actual company do it",negative
DOCE,Permit/Commercial/Electrical Inspectors,Would be emailing versus communicating via Camino – doesn't really get used though that's how supervisors sold it (will cut down on communications because you can communicate directly within them),meeting_notes,Would be emailing versus communicating via Camino – doesn't really get used though that's how supervisors sold it (will cut down on communications because you can communicate directly within them),negative
DOCE,Permit/Commercial/Electrical Inspectors,"IPS – likes the format of it – when things are overdue, they turn red and don't go away",meeting_notes,"IPS – likes the format of it – when things are overdue, they turn red and don't go away",positive
DOCE,Permit/Commercial/Electrical Inspectors,Likes the uploading of things and being able to see,meeting_notes,Likes the uploading of things and being able to see,positive
DOCE,Permit/Commercial/Electrical Inspectors,"Not as tech savvy – miss IPS – likes the tickle date option, have it come back to it",meeting_notes,"Not as tech savvy – miss IPS – likes the tickle date option, have it come back to it",negative
DOCE,Permit/Commercial/Electrical Inspectors,They created their own schedules,meeting_notes,They created their own schedules,positive
DOCE,Permit/Commercial/Electrical Inspectors,If someone leaves – takes of 200 cases – break them out to 10 a day – schedule it for yourself,meeting_notes,If someone leaves – takes of 200 cases – break them out to 10 a day – schedule it for yourself,negative
DOCE,Permit/Commercial/Electrical Inspectors,Duplicates in Camino – adds CofC and,meeting_notes,Duplicates in Camino – adds CofC and,negative
DOCE,Permit/Commercial/Electrical Inspectors,Shows up in schedule twice,meeting_notes,Shows up in schedule twice,positive
DOCE,Permit/Commercial/Electrical Inspectors,Needs to assign CofC but don't put their name on it,meeting_notes,Needs to assign CofC but don't put their name on it,negative
DOCE,Permit/Commercial/Electrical Inspectors,There is a tab in Camino to just look at roofs – that is nice,meeting_notes,There is a tab in Camino to just look at roofs – that is nice,positive
DOCE,Permit/Commercial/Electrical Inspectors,"Contractors hate Camino, except younger ones that are writing up BS – easy to lie",meeting_notes,"Contractors hate Camino, except younger ones that are writing up BS – easy to lie",negative
DOCE,Permit/Commercial/Electrical Inspectors,If Camino has been out for awhile and people are using it – why are there these issues now? You would think,meeting_notes,If Camino has been out for awhile and people are using it – why are there these issues now? You would think,negative
DOCE,Permit/Commercial/Electrical Inspectors,NYS we should use this -,meeting_notes,NYS we should use this -,negative
DOCE,Permit/Commercial/Electrical Inspectors,If you schedule an inspection in Camino – have to add it to Outlook – no integration with Outlook with either Camino or IPS,meeting_notes,If you schedule an inspection in Camino – have to add it to Outlook – no integration with Outlook with either Camino or IPS,negative
DOCE,Permit/Commercial/Electrical Inspectors,Ideally communication between all three would be great,meeting_notes,Ideally communication between all three would be great,positive
DOCE,Permit/Commercial/Electrical Inspectors,Permit office could still put permits in IPS like they used to – Permits team likes Camino,meeting_notes,Permit office could still put permits in IPS like they used to – Permits team likes Camino,negative
DOCE,Permit/Commercial/Electrical Inspectors,When you issue certificate – instantly notifies them which is a nice feature,meeting_notes,When you issue certificate – instantly notifies them which is a nice feature,positive
DOCE,Permit/Commercial/Electrical Inspectors,IPS crashes sometimes – little issues here and there,meeting_notes,IPS crashes sometimes – little issues here and there,negative
DOCE,Permit/Commercial/Electrical Inspectors,Camino – not always – haent' been able to print a certicate all week – lots of glitches,meeting_notes,Camino – not always – haent' been able to print a certicate all week – lots of glitches,negative
DOCE,Permit/Commercial/Electrical Inspectors,Camino came out of nowhere,meeting_notes,Camino came out of nowhere,negative
DOCE,Permit/Commercial/Electrical Inspectors,Doesn't like RR module in IPS,meeting_notes,Doesn't like RR module in IPS,negative
DOCE,Permit/Commercial/Electrical Inspectors,Likes Dislikes Other Tools Features/capabilities of a new system,meeting_notes,Likes Dislikes Other Tools Features/capabilities of a new system,negative
CPO,Permits,Issues/Frustrations In IPS Document uploaded If document uploaded Codes and Permits segmented in IPS – was challenging – Permits wouldn't see the photo from the Codes,meeting_notes,Issues/Frustrations In IPS Document uploaded If document uploaded Codes and Permits segmented in IPS – was challenging – Permits wouldn't see the photo from the Codes,negative
CPO,Permits,Two versions of the same case,meeting_notes,Two versions of the same case,negative
CPO,Permits,Permit details don't pull violations – had to go to main search,meeting_notes,Permit details don't pull violations – had to go to main search,negative
CPO,Permits,Camino reads more like a report,meeting_notes,Camino reads more like a report,negative
CPO,Permits,Properties with multiple units and multiple buildings,meeting_notes,Properties with multiple units and multiple buildings,positive
CPO,Permits,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino,meeting_notes,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino,negative
CPO,Permits,ROW – doesn't move onto an address,meeting_notes,ROW – doesn't move onto an address,negative
CPO,Permits,IPS worked better for ROW address management,meeting_notes,IPS worked better for ROW address management,negative
CPO,Permits,Future system to retain – hard to search when not an actual parcel,meeting_notes,Future system to retain – hard to search when not an actual parcel,negative
CPO,Permits,Destiny mall – IPS and Camino don't handle well,meeting_notes,Destiny mall – IPS and Camino don't handle well,negative
CPO,Permits,IPS – would be nice to be notified of approvals completed,meeting_notes,IPS – would be nice to be notified of approvals completed,negative
CPO,Permits,Internal disconnect of notifications,meeting_notes,Internal disconnect of notifications,negative
CPO,Permits,[PERSON] noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for [PERSON] ),meeting_notes,[PERSON] noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for [PERSON] ),negative
CPO,Permits,Parcel information – on commercial standpoint – buildings with multiple tenants – don't have a proper way to track it e.g. Chimes – doing major renovation – many tenants in that space,meeting_notes,Parcel information – on commercial standpoint – buildings with multiple tenants – don't have a proper way to track it e.g. Chimes – doing major renovation – many tenants in that space,negative
CPO,Permits,Want historical information – hard to track and compile,meeting_notes,Want historical information – hard to track and compile,negative
CPO,Permits,IPS: No unit in IPS,meeting_notes,IPS: No unit in IPS,negative
CPO,Permits,Have to dig for that information – not obvious,meeting_notes,Have to dig for that information – not obvious,negative
CPO,Permits,Takes a long time to get updated information in IPS e.g. GIS information updated in county – lagged in IPS i.e. IPS says wrong thing and applicant was right,meeting_notes,Takes a long time to get updated information in IPS e.g. GIS information updated in county – lagged in IPS i.e. IPS says wrong thing and applicant was right,negative
CPO,Permits,Age old question – print all reviewer comments? Not possible,meeting_notes,Age old question – print all reviewer comments? Not possible,negative
CPO,Permits,IPS Camino – internal versus external notes,meeting_notes,IPS Camino – internal versus external notes,negative
CPO,Permits,Applicants can't view their own violation in the system – would be helpful for applicants to have that info in the content itself,meeting_notes,Applicants can't view their own violation in the system – would be helpful for applicants to have that info in the content itself,negative
CPO,Permits,Camino – applicants don't check on Camino even though they can – still call or email and want a list,meeting_notes,Camino – applicants don't check on Camino even though they can – still call or email and want a list,negative
CPO,Permits,Suggested improvement Technology Likes Makes it clear what the final plans were,meeting_notes,Suggested improvement Technology Likes Makes it clear what the final plans were,positive
CPO,Permits,Address book – contractor database is helpful,meeting_notes,Address book – contractor database is helpful,positive
CPO,Permits,Would be helpful for new system,meeting_notes,Would be helpful for new system,negative
CPO,Permits,Hard to find contact info in Camino – have to check each applications individually,meeting_notes,Hard to find contact info in Camino – have to check each applications individually,negative
CPO,Permits,For violations – a lot of the same,meeting_notes,For violations – a lot of the same,negative
CPO,Permits,"Parcel alert feature – likes that in IPS e.g. property in the floodplain, or vacant property, or historical",meeting_notes,"Parcel alert feature – likes that in IPS e.g. property in the floodplain, or vacant property, or historical",negative
CPO,Permits,Customize user roles – locks down permissions – can't modify other peoples comments or notes,meeting_notes,Customize user roles – locks down permissions – can't modify other peoples comments or notes,negative
CPO,Permits,Dislikes Not in IPS - likes Camino timestamps so you know who did what i.e. if you need to know who deleted a note and when,meeting_notes,Dislikes Not in IPS - likes Camino timestamps so you know who did what i.e. if you need to know who deleted a note and when,negative
CPO,Permits,Didn't always know why something was paused,meeting_notes,Didn't always know why something was paused,negative
CPO,Permits,Doesn't timestamp violation notes – if note left without a name,meeting_notes,Doesn't timestamp violation notes – if note left without a name,negative
CPO,Permits,In Camino can clearly see who did what step and who to call,meeting_notes,In Camino can clearly see who did what step and who to call,positive
CPO,Permits,In a perfect world,meeting_notes,In a perfect world,positive
CPO,Permits,When someone applies for permits – alert that the property has an open violation – as a trigger to look into it,meeting_notes,When someone applies for permits – alert that the property has an open violation – as a trigger to look into it,negative
CPO,Permits,Any level of integration with Camino would help,meeting_notes,Any level of integration with Camino would help,negative
CPO,Permits,Inspectors in two worlds now,meeting_notes,Inspectors in two worlds now,positive
CPO,Permits,[PERSON] gets calls in July – print list of sidewalk cafes issued,meeting_notes,[PERSON] gets calls in July – print list of sidewalk cafes issued,negative
CPO,Permits,Report capabilities for searching by dates – press button to print report of everything issued – [PERSON] is able to do that for sidewalk cafes in IPS right now – there is a report function,meeting_notes,Report capabilities for searching by dates – press button to print report of everything issued – [PERSON] is able to do that for sidewalk cafes in IPS right now – there is a report function,positive
CPO,Permits,Report capabilities would be important for future system,meeting_notes,Report capabilities would be important for future system,positive
CPO,Permits,"Not much existing documentation for IPS – figure it out, trial and error",meeting_notes,"Not much existing documentation for IPS – figure it out, trial and error",negative
CPO,Permits,Applicants access to certificates in Camino – not something that's available – they don't have to wait for it to be mailed out,meeting_notes,Applicants access to certificates in Camino – not something that's available – they don't have to wait for it to be mailed out,positive
CPO,Permits,IPS – search for new build,meeting_notes,IPS – search for new build,negative
CPO,Permits,Search violations by type – broad categories e.g. search for violation related to fence – more labeling up front on the case itself – quick view without having to click into the case,meeting_notes,Search violations by type – broad categories e.g. search for violation related to fence – more labeling up front on the case itself – quick view without having to click into the case,negative
CPO,Permits,"As of April 1, 2025 – started charging for ROW violations",meeting_notes,"As of April 1, 2025 – started charging for ROW violations",negative
