department,focus_group,pain_points,source,processed_text
DOCE,Office Managers,Capacity thing Communication between BAA and inspectors happens between IPS – BAA leaves inspectors in the dark – more communication would b helpful – could be helpful for IPS to generate summary about BAA actions/process updates,meeting_notes,Capacity thing Communication between BAA and inspectors happens between IPS – BAA leaves inspectors in the dark – more communication would b helpful – could be helpful for IPS to generate summary about BAA actions/process updates
DOCE,Office Managers,I.e. generate email when BAA ticket denied,meeting_notes,I.e. generate email when BAA ticket denied
DOCE,Office Managers,Option for action update to inspector – to automatically email inspectors,meeting_notes,Option for action update to inspector – to automatically email inspectors
DOCE,Office Managers,Inspectors set tickle dates to follow back up on the case,meeting_notes,Inspectors set tickle dates to follow back up on the case
DOCE,Office Managers,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status,meeting_notes,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status
DOCE,Office Managers,Or if in Camino – [PERSON] will process CofOs,meeting_notes,Or if in Camino – [PERSON] will process CofOs
DOCE,Office Managers,Adds copy into Camino,meeting_notes,Adds copy into Camino
DOCE,Permit/Commercial/Electrical Inspectors,[PERSON] Primarily dealing with contractors,meeting_notes,[PERSON] Primarily dealing with contractors
DOCE,Permit/Commercial/Electrical Inspectors,"Using Camino Pull permit and they call for inspection, they call for finals, or if they need power turned on, work with national grid",meeting_notes,"Using Camino Pull permit and they call for inspection, they call for finals, or if they need power turned on, work with national grid"
DOCE,Permit/Commercial/Electrical Inspectors,"Inspections – photos, notes",meeting_notes,"Inspections – photos, notes"
DOCE,Permit/Commercial/Electrical Inspectors,Commercial Building inspectors Invovled with contractors and subcontractors for new builds,meeting_notes,Commercial Building inspectors Invovled with contractors and subcontractors for new builds
DOCE,Permit/Commercial/Electrical Inspectors,"Use IPS for jobs that are getting completed, any new jobs in Camino",meeting_notes,"Use IPS for jobs that are getting completed, any new jobs in Camino"
DOCE,Permit/Commercial/Electrical Inspectors,"At the end of the – generate paperwork for CO or TCO – final plumbing, HVAC – have done all inspections and are finale",meeting_notes,"At the end of the – generate paperwork for CO or TCO – final plumbing, HVAC – have done all inspections and are finale"
DOCE,Permit/Commercial/Electrical Inspectors,Uses phone constantly for progress pictures – especially if issues that don't meet code and may go to legal if not fixed – takes a lot of photos,meeting_notes,Uses phone constantly for progress pictures – especially if issues that don't meet code and may go to legal if not fixed – takes a lot of photos
DOCE,Permit/Commercial/Electrical Inspectors,Residential electrical – previously done by commercial building,meeting_notes,Residential electrical – previously done by commercial building
DOCE,Permit/Commercial/Electrical Inspectors,Work directly with Fire department – they work in a different,meeting_notes,Work directly with Fire department – they work in a different
DOCE,Permit/Commercial/Electrical Inspectors,Commercial – fire working hand in hand with permit inspections,meeting_notes,Commercial – fire working hand in hand with permit inspections
DOCE,Permit/Commercial/Electrical Inspectors,Zoning and DPW to a lesser degree,meeting_notes,Zoning and DPW to a lesser degree
DOCE,Permit/Commercial/Electrical Inspectors,Do their 90% of their own scheduling,meeting_notes,Do their 90% of their own scheduling
DOCE,Permit/Commercial/Electrical Inspectors,Warmer dryer weather – c,meeting_notes,Warmer dryer weather – c
DOCE,Permit/Commercial/Electrical Inspectors,5 inspections in a day,meeting_notes,5 inspections in a day
DOCE,Permit/Commercial/Electrical Inspectors,"Check footers, framing, electrical",meeting_notes,"Check footers, framing, electrical"
DOCE,Permit/Commercial/Electrical Inspectors,Get power turned on,meeting_notes,Get power turned on
DOCE,Permit/Commercial/Electrical Inspectors,Building without a permit – initiate in IPS,meeting_notes,Building without a permit – initiate in IPS
DOCE,Permit/Commercial/Electrical Inspectors,Refer to BAA and Law,meeting_notes,Refer to BAA and Law
DOCE,Permit/Commercial/Electrical Inspectors,50% of people they write up go BAA/Law,meeting_notes,50% of people they write up go BAA/Law
DOCE,Permit/Commercial/Electrical Inspectors,AS400 – checking ownership and activity – don't ask,meeting_notes,AS400 – checking ownership and activity – don't ask
DOCE,Permit/Commercial/Electrical Inspectors,Ask clerks for that,meeting_notes,Ask clerks for that
DOCE,Permit/Commercial/Electrical Inspectors,"Camino app they just found out about – not great, but better than nothing",meeting_notes,"Camino app they just found out about – not great, but better than nothing"
DOCE,Permit/Commercial/Electrical Inspectors,Can take photos directly in the app and add them to the case (easier rather than),meeting_notes,Can take photos directly in the app and add them to the case (easier rather than)
DOCE,Permit/Commercial/Electrical Inspectors,Do – make their own schedule,meeting_notes,Do – make their own schedule
DOCE,Permit/Commercial/Electrical Inspectors,Email crucial to what they do and phone calls,meeting_notes,Email crucial to what they do and phone calls
DOCE,Permit/Commercial/Electrical Inspectors,"At one point had IPS tablets – check to see if someone had permits, review permit plans",meeting_notes,"At one point had IPS tablets – check to see if someone had permits, review permit plans"
DOCE,Permit/Commercial/Electrical Inspectors,For documenting stages of constructions,meeting_notes,For documenting stages of constructions
DOCE,Permit/Commercial/Electrical Inspectors,In-field access to everything,meeting_notes,In-field access to everything
DOCE,Permit/Commercial/Electrical Inspectors,Verify whether permit was pulled,meeting_notes,Verify whether permit was pulled
DOCE,Permit/Commercial/Electrical Inspectors,Technology Camino - no tickle date – if you don't write down – gets lost,meeting_notes,Technology Camino - no tickle date – if you don't write down – gets lost
DOCE,Permit/Commercial/Electrical Inspectors,Internal due dates – the owner is notified – that's an issue,meeting_notes,Internal due dates – the owner is notified – that's an issue
DOCE,Permit/Commercial/Electrical Inspectors,Lack of training with Camino,meeting_notes,Lack of training with Camino
DOCE,Permit/Commercial/Electrical Inspectors,IPS better for day-to-day activities – aware of glitches and how to bypass issues,meeting_notes,IPS better for day-to-day activities – aware of glitches and how to bypass issues
DOCE,Permit/Commercial/Electrical Inspectors,Format is better Couldn't do periodic inspections with it,meeting_notes,Format is better Couldn't do periodic inspections with it
DOCE,Permit/Commercial/Electrical Inspectors,Told by vendor they could do periodic inspections – but need that support – so if CofC,meeting_notes,Told by vendor they could do periodic inspections – but need that support – so if CofC
DOCE,Permit/Commercial/Electrical Inspectors,Camino – can't create anything as a reminder to do something – task management,meeting_notes,Camino – can't create anything as a reminder to do something – task management
DOCE,Permit/Commercial/Electrical Inspectors,Going backwards Building inspectors – down people – 2 people covering the whole city – capacity,meeting_notes,Going backwards Building inspectors – down people – 2 people covering the whole city – capacity
DOCE,Permit/Commercial/Electrical Inspectors,Projects can go on for,meeting_notes,Projects can go on for
DOCE,Permit/Commercial/Electrical Inspectors,Residential guys – can be completed in 3 months – a lot more residential work going on day to day,meeting_notes,Residential guys – can be completed in 3 months – a lot more residential work going on day to day
DOCE,Permit/Commercial/Electrical Inspectors,System to keep you appraised of that stuff – as good as your input is,meeting_notes,System to keep you appraised of that stuff – as good as your input is
DOCE,Permit/Commercial/Electrical Inspectors,Camino not great for applicants as well – easy to add info i.e. enter someone's license number,meeting_notes,Camino not great for applicants as well – easy to add info i.e. enter someone's license number
DOCE,Permit/Commercial/Electrical Inspectors,Easy to say you're a license electrician – flawed system from a security perspective,meeting_notes,Easy to say you're a license electrician – flawed system from a security perspective
DOCE,Permit/Commercial/Electrical Inspectors,Up to permitting person to contact inspectors – it's not in front of them all the time,meeting_notes,Up to permitting person to contact inspectors – it's not in front of them all the time
DOCE,Permit/Commercial/Electrical Inspectors,"There's a backlog of stuff, especially roofs or driveways, fences – these all go away - scheduling for final inspection doesn't happen",meeting_notes,"There's a backlog of stuff, especially roofs or driveways, fences – these all go away - scheduling for final inspection doesn't happen"
DOCE,Permit/Commercial/Electrical Inspectors,They think they're done when they pulling permit,meeting_notes,They think they're done when they pulling permit
DOCE,Permit/Commercial/Electrical Inspectors,“Impossible Piece of Shit” called it initially – keeps cases in front of them,meeting_notes,“Impossible Piece of Shit” called it initially – keeps cases in front of them
DOCE,Permit/Commercial/Electrical Inspectors,Camino is a ghost – things get lost,meeting_notes,Camino is a ghost – things get lost
DOCE,Permit/Commercial/Electrical Inspectors,At a property yesterday [PERSON] cited – contractor told address was 423 – entered permit under 419 W Onondaga (says 419 on the building),meeting_notes,At a property yesterday [PERSON] cited – contractor told address was 423 – entered permit under 419 W Onondaga (says 419 on the building)
DOCE,Permit/Commercial/Electrical Inspectors,Front and rear Addressing – ability to see building/mailing addresses in addition to parcel address,meeting_notes,Front and rear Addressing – ability to see building/mailing addresses in addition to parcel address
DOCE,Permit/Commercial/Electrical Inspectors,Could pull permit for address not in the city in Camino – checks and balances issues,meeting_notes,Could pull permit for address not in the city in Camino – checks and balances issues
DOCE,Permit/Commercial/Electrical Inspectors,Notifications via email but difficult to case management from there,meeting_notes,Notifications via email but difficult to case management from there
DOCE,Permit/Commercial/Electrical Inspectors,"No problem with IPS – attachments are easier to see, easier to pull up – fewer issues",meeting_notes,"No problem with IPS – attachments are easier to see, easier to pull up – fewer issues"
DOCE,Permit/Commercial/Electrical Inspectors,Every other day can't close completion form because internet issue,meeting_notes,Every other day can't close completion form because internet issue
DOCE,Permit/Commercial/Electrical Inspectors,Not having the ability to timely issue something – not,meeting_notes,Not having the ability to timely issue something – not
DOCE,Permit/Commercial/Electrical Inspectors,Can't print certificates Integration? Personally feels one system would be good for their work,meeting_notes,Can't print certificates Integration? Personally feels one system would be good for their work
DOCE,Permit/Commercial/Electrical Inspectors,As far as permits go – they all,meeting_notes,As far as permits go – they all
DOCE,Permit/Commercial/Electrical Inspectors,Can't send letters with Camino or write violations - challenge,meeting_notes,Can't send letters with Camino or write violations - challenge
DOCE,Permit/Commercial/Electrical Inspectors,Since they don't talk – cross referencing of everything,meeting_notes,Since they don't talk – cross referencing of everything
DOCE,Permit/Commercial/Electrical Inspectors,Clerks have a hard time with Camino,meeting_notes,Clerks have a hard time with Camino
DOCE,Permit/Commercial/Electrical Inspectors,Bonus of Camino – supervisors can write,meeting_notes,Bonus of Camino – supervisors can write
DOCE,Permit/Commercial/Electrical Inspectors,"All the contractors they know, hald can't figure out how to use their phones – they're older",meeting_notes,"All the contractors they know, hald can't figure out how to use their phones – they're older"
DOCE,Permit/Commercial/Electrical Inspectors,Only ones that check emails – diy owners – contractors think everything is spam,meeting_notes,Only ones that check emails – diy owners – contractors think everything is spam
DOCE,Permit/Commercial/Electrical Inspectors,"For HVAC – some are using third party companies for the permitting pulling, scheduling inspections, instead of having the actual company do it",meeting_notes,"For HVAC – some are using third party companies for the permitting pulling, scheduling inspections, instead of having the actual company do it"
DOCE,Permit/Commercial/Electrical Inspectors,Would be emailing versus communicating via Camino – doesn't really get used though that's how supervisors sold it (will cut down on communications because you can communicate directly within them),meeting_notes,Would be emailing versus communicating via Camino – doesn't really get used though that's how supervisors sold it (will cut down on communications because you can communicate directly within them)
DOCE,Permit/Commercial/Electrical Inspectors,"IPS – likes the format of it – when things are overdue, they turn red and don't go away",meeting_notes,"IPS – likes the format of it – when things are overdue, they turn red and don't go away"
DOCE,Permit/Commercial/Electrical Inspectors,Likes the uploading of things and being able to see,meeting_notes,Likes the uploading of things and being able to see
DOCE,Permit/Commercial/Electrical Inspectors,"Not as tech savvy – miss IPS – likes the tickle date option, have it come back to it",meeting_notes,"Not as tech savvy – miss IPS – likes the tickle date option, have it come back to it"
DOCE,Permit/Commercial/Electrical Inspectors,They created their own schedules,meeting_notes,They created their own schedules
DOCE,Permit/Commercial/Electrical Inspectors,If someone leaves – takes of 200 cases – break them out to 10 a day – schedule it for yourself,meeting_notes,If someone leaves – takes of 200 cases – break them out to 10 a day – schedule it for yourself
DOCE,Permit/Commercial/Electrical Inspectors,Duplicates in Camino – adds CofC and,meeting_notes,Duplicates in Camino – adds CofC and
DOCE,Permit/Commercial/Electrical Inspectors,Shows up in schedule twice,meeting_notes,Shows up in schedule twice
DOCE,Permit/Commercial/Electrical Inspectors,Needs to assign CofC but don't put their name on it,meeting_notes,Needs to assign CofC but don't put their name on it
DOCE,Permit/Commercial/Electrical Inspectors,There is a tab in Camino to just look at roofs – that is nice,meeting_notes,There is a tab in Camino to just look at roofs – that is nice
DOCE,Permit/Commercial/Electrical Inspectors,"Contractors hate Camino, except younger ones that are writing up BS – easy to lie",meeting_notes,"Contractors hate Camino, except younger ones that are writing up BS – easy to lie"
DOCE,Permit/Commercial/Electrical Inspectors,If Camino has been out for awhile and people are using it – why are there these issues now? You would think,meeting_notes,If Camino has been out for awhile and people are using it – why are there these issues now? You would think
DOCE,Permit/Commercial/Electrical Inspectors,NYS we should use this -,meeting_notes,NYS we should use this -
DOCE,Permit/Commercial/Electrical Inspectors,If you schedule an inspection in Camino – have to add it to Outlook – no integration with Outlook with either Camino or IPS,meeting_notes,If you schedule an inspection in Camino – have to add it to Outlook – no integration with Outlook with either Camino or IPS
DOCE,Permit/Commercial/Electrical Inspectors,Ideally communication between all three would be great,meeting_notes,Ideally communication between all three would be great
DOCE,Permit/Commercial/Electrical Inspectors,Permit office could still put permits in IPS like they used to – Permits team likes Camino,meeting_notes,Permit office could still put permits in IPS like they used to – Permits team likes Camino
DOCE,Permit/Commercial/Electrical Inspectors,When you issue certificate – instantly notifies them which is a nice feature,meeting_notes,When you issue certificate – instantly notifies them which is a nice feature
DOCE,Permit/Commercial/Electrical Inspectors,IPS crashes sometimes – little issues here and there,meeting_notes,IPS crashes sometimes – little issues here and there
DOCE,Permit/Commercial/Electrical Inspectors,Camino – not always – haent' been able to print a certicate all week – lots of glitches,meeting_notes,Camino – not always – haent' been able to print a certicate all week – lots of glitches
DOCE,Permit/Commercial/Electrical Inspectors,Camino came out of nowhere,meeting_notes,Camino came out of nowhere
DOCE,Permit/Commercial/Electrical Inspectors,Doesn't like RR module in IPS,meeting_notes,Doesn't like RR module in IPS
DOCE,Permit/Commercial/Electrical Inspectors,Likes Dislikes Other Tools Features/capabilities of a new system,meeting_notes,Likes Dislikes Other Tools Features/capabilities of a new system
CPO,Permits,Issues/Frustrations In IPS Document uploaded If document uploaded Codes and Permits segmented in IPS – was challenging – Permits wouldn't see the photo from the Codes,meeting_notes,Issues/Frustrations In IPS Document uploaded If document uploaded Codes and Permits segmented in IPS – was challenging – Permits wouldn't see the photo from the Codes
CPO,Permits,Two versions of the same case,meeting_notes,Two versions of the same case
CPO,Permits,Permit details don't pull violations – had to go to main search,meeting_notes,Permit details don't pull violations – had to go to main search
CPO,Permits,Camino reads more like a report,meeting_notes,Camino reads more like a report
CPO,Permits,Properties with multiple units and multiple buildings,meeting_notes,Properties with multiple units and multiple buildings
CPO,Permits,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino,meeting_notes,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino
CPO,Permits,ROW – doesn't move onto an address,meeting_notes,ROW – doesn't move onto an address
CPO,Permits,IPS worked better for ROW address management,meeting_notes,IPS worked better for ROW address management
CPO,Permits,Future system to retain – hard to search when not an actual parcel,meeting_notes,Future system to retain – hard to search when not an actual parcel
CPO,Permits,Destiny mall – IPS and Camino don't handle well,meeting_notes,Destiny mall – IPS and Camino don't handle well
CPO,Permits,IPS – would be nice to be notified of approvals completed,meeting_notes,IPS – would be nice to be notified of approvals completed
CPO,Permits,Internal disconnect of notifications,meeting_notes,Internal disconnect of notifications
CPO,Permits,[PERSON] noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for [PERSON] ),meeting_notes,[PERSON] noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for [PERSON] )
CPO,Permits,Parcel information – on commercial standpoint – buildings with multiple tenants – don't have a proper way to track it e.g. Chimes – doing major renovation – many tenants in that space,meeting_notes,Parcel information – on commercial standpoint – buildings with multiple tenants – don't have a proper way to track it e.g. Chimes – doing major renovation – many tenants in that space
CPO,Permits,Want historical information – hard to track and compile,meeting_notes,Want historical information – hard to track and compile
CPO,Permits,IPS: No unit in IPS,meeting_notes,IPS: No unit in IPS
CPO,Permits,Have to dig for that information – not obvious,meeting_notes,Have to dig for that information – not obvious
CPO,Permits,Takes a long time to get updated information in IPS e.g. GIS information updated in county – lagged in IPS i.e. IPS says wrong thing and applicant was right,meeting_notes,Takes a long time to get updated information in IPS e.g. GIS information updated in county – lagged in IPS i.e. IPS says wrong thing and applicant was right
CPO,Permits,Age old question – print all reviewer comments? Not possible,meeting_notes,Age old question – print all reviewer comments? Not possible
CPO,Permits,IPS Camino – internal versus external notes,meeting_notes,IPS Camino – internal versus external notes
CPO,Permits,Applicants can't view their own violation in the system – would be helpful for applicants to have that info in the content itself,meeting_notes,Applicants can't view their own violation in the system – would be helpful for applicants to have that info in the content itself
CPO,Permits,Camino – applicants don't check on Camino even though they can – still call or email and want a list,meeting_notes,Camino – applicants don't check on Camino even though they can – still call or email and want a list
CPO,Permits,Suggested improvement Technology Likes Makes it clear what the final plans were,meeting_notes,Suggested improvement Technology Likes Makes it clear what the final plans were
CPO,Permits,Address book – contractor database is helpful,meeting_notes,Address book – contractor database is helpful
CPO,Permits,Would be helpful for new system,meeting_notes,Would be helpful for new system
CPO,Permits,Hard to find contact info in Camino – have to check each applications individually,meeting_notes,Hard to find contact info in Camino – have to check each applications individually
CPO,Permits,For violations – a lot of the same,meeting_notes,For violations – a lot of the same
CPO,Permits,"Parcel alert feature – likes that in IPS e.g. property in the floodplain, or vacant property, or historical",meeting_notes,"Parcel alert feature – likes that in IPS e.g. property in the floodplain, or vacant property, or historical"
CPO,Permits,Customize user roles – locks down permissions – can't modify other peoples comments or notes,meeting_notes,Customize user roles – locks down permissions – can't modify other peoples comments or notes
CPO,Permits,Dislikes Not in IPS - likes Camino timestamps so you know who did what i.e. if you need to know who deleted a note and when,meeting_notes,Dislikes Not in IPS - likes Camino timestamps so you know who did what i.e. if you need to know who deleted a note and when
CPO,Permits,Didn't always know why something was paused,meeting_notes,Didn't always know why something was paused
CPO,Permits,Doesn't timestamp violation notes – if note left without a name,meeting_notes,Doesn't timestamp violation notes – if note left without a name
CPO,Permits,In Camino can clearly see who did what step and who to call,meeting_notes,In Camino can clearly see who did what step and who to call
CPO,Permits,In a perfect world,meeting_notes,In a perfect world
CPO,Permits,When someone applies for permits – alert that the property has an open violation – as a trigger to look into it,meeting_notes,When someone applies for permits – alert that the property has an open violation – as a trigger to look into it
CPO,Permits,Any level of integration with Camino would help,meeting_notes,Any level of integration with Camino would help
CPO,Permits,Inspectors in two worlds now,meeting_notes,Inspectors in two worlds now
CPO,Permits,[PERSON] gets calls in July – print list of sidewalk cafes issued,meeting_notes,[PERSON] gets calls in July – print list of sidewalk cafes issued
CPO,Permits,Report capabilities for searching by dates – press button to print report of everything issued – [PERSON] is able to do that for sidewalk cafes in IPS right now – there is a report function,meeting_notes,Report capabilities for searching by dates – press button to print report of everything issued – [PERSON] is able to do that for sidewalk cafes in IPS right now – there is a report function
CPO,Permits,Report capabilities would be important for future system,meeting_notes,Report capabilities would be important for future system
CPO,Permits,"Not much existing documentation for IPS – figure it out, trial and error",meeting_notes,"Not much existing documentation for IPS – figure it out, trial and error"
CPO,Permits,Applicants access to certificates in Camino – not something that's available – they don't have to wait for it to be mailed out,meeting_notes,Applicants access to certificates in Camino – not something that's available – they don't have to wait for it to be mailed out
CPO,Permits,IPS – search for new build,meeting_notes,IPS – search for new build
CPO,Permits,Search violations by type – broad categories e.g. search for violation related to fence – more labeling up front on the case itself – quick view without having to click into the case,meeting_notes,Search violations by type – broad categories e.g. search for violation related to fence – more labeling up front on the case itself – quick view without having to click into the case
CPO,Permits,"As of April 1, 2025 – started charging for ROW violations",meeting_notes,"As of April 1, 2025 – started charging for ROW violations"
CPO,Permits,Chuck did first one 1.5 months ago,meeting_notes,Chuck did first one 1.5 months ago
CPO,Permits,Mirza or Chuck come up with invoice – they determine which project to tie it to – violations they charge for only in IPS (not in Camino yet),meeting_notes,Mirza or Chuck come up with invoice – they determine which project to tie it to – violations they charge for only in IPS (not in Camino yet)
CPO,Permits,Put permit number from IPS,meeting_notes,Put permit number from IPS
CPO,Permits,Several different violations within that one invoice,meeting_notes,Several different violations within that one invoice
CPO,Permits,DPW citing ROW violations on spot and charging violations – different system? Could ask Chuck Gifranscco/Mirza – believe may be using an invoice template,meeting_notes,DPW citing ROW violations on spot and charging violations – different system? Could ask Chuck Gifranscco/Mirza – believe may be using an invoice template
CPO,Permits,[PERSON] is attaching that/tying into IPS for record keeping,meeting_notes,[PERSON] is attaching that/tying into IPS for record keeping
CPO,Permits,Difficulty of suing IPS offsite or out of this building – super inconvenient – pull it up while in field,meeting_notes,Difficulty of suing IPS offsite or out of this building – super inconvenient – pull it up while in field
CPO,Permits,"Wish list Wished a new system had – if you pull up a parcel, find out inspector catchment area – catchment integrated into – maps spreadsheet etc.",meeting_notes,"Wish list Wished a new system had – if you pull up a parcel, find out inspector catchment area – catchment integrated into – maps spreadsheet etc."
CPO,Permits,Common Council area – that would help with encroachment (major) for [PERSON],meeting_notes,Common Council area – that would help with encroachment (major) for [PERSON]
CPO,Permits,Took tablets back because not using them,meeting_notes,Took tablets back because not using them
CPO,Permits,Capabilities they wish IPS had,meeting_notes,Capabilities they wish IPS had
CPO,Permits,All roles captured? Anyone else we should speak to e.g. Plans Reviewers? Clerks?,meeting_notes,All roles captured? Anyone else we should speak to e.g. Plans Reviewers? Clerks?
CPO,Permits,"Other plan reviewers? Engineering, ROW Mostly Camino [PERSON] Thompson – prefers documentation history in IPS",meeting_notes,"Other plan reviewers? Engineering, ROW Mostly Camino [PERSON] Thompson – prefers documentation history in IPS"
DOCE,Supervisors,Arborist emailed about a property – not a good address,meeting_notes,Arborist emailed about a property – not a good address
DOCE,Supervisors,New garage Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it's resubbed,meeting_notes,New garage Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it's resubbed
DOCE,Supervisors,Generally finding something Identified missed permit assignment – need to put in tickle date,meeting_notes,Generally finding something Identified missed permit assignment – need to put in tickle date
DOCE,Supervisors,"If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost",meeting_notes,"If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost"
DOCE,Supervisors,Working hard to get entry in – it gets missed,meeting_notes,Working hard to get entry in – it gets missed
DOCE,Supervisors,Or simple as not putting yourself in the inspection,meeting_notes,Or simple as not putting yourself in the inspection
DOCE,Supervisors,Not a back-up for human error,meeting_notes,Not a back-up for human error
DOCE,Supervisors,Flag if no activity in a month,meeting_notes,Flag if no activity in a month
DOCE,Supervisors,Older system – missed assignment run – could run for individual inspectors – id which don't have dates assigned,meeting_notes,Older system – missed assignment run – could run for individual inspectors – id which don't have dates assigned
DOCE,Supervisors,Broad range of issues - some inspectors struggle a lot more than others,meeting_notes,Broad range of issues - some inspectors struggle a lot more than others
DOCE,Supervisors,Such a large volume to review – hours to review – keeps happening,meeting_notes,Such a large volume to review – hours to review – keeps happening
DOCE,Supervisors,[PERSON] Larger issue Missed case management from beginning of IPS until today – parcel history,meeting_notes,[PERSON] Larger issue Missed case management from beginning of IPS until today – parcel history
DOCE,Supervisors,Closing older cases – case clean up needed,meeting_notes,Closing older cases – case clean up needed
DOCE,Supervisors,"Open cases from staff that don't work here anymore, open cases from fire department",meeting_notes,"Open cases from staff that don't work here anymore, open cases from fire department"
DOCE,Supervisors,Screwed if we get audited,meeting_notes,Screwed if we get audited
DOCE,Supervisors,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations,meeting_notes,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations
DOCE,Supervisors,No way to batch update cases,meeting_notes,No way to batch update cases
DOCE,Supervisors,"Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal",meeting_notes,"Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal"
DOCE,Supervisors,Front-loading information on citywebsite and camino did help,meeting_notes,Front-loading information on citywebsite and camino did help
DOCE,Supervisors,Sending phone screenshots of documents frustrating,meeting_notes,Sending phone screenshots of documents frustrating
DOCE,Supervisors,As far as input - happy generally,meeting_notes,As far as input - happy generally
DOCE,Supervisors,[PERSON] Requests certain reports – linking violations across properties,meeting_notes,[PERSON] Requests certain reports – linking violations across properties
DOCE,Supervisors,Can't access directly from within the system,meeting_notes,Can't access directly from within the system
DOCE,Supervisors,Researching in general – would be nice to do on the spot,meeting_notes,Researching in general – would be nice to do on the spot
DOCE,Supervisors,Analyze properties or cases /owners,meeting_notes,Analyze properties or cases /owners
DOCE,Supervisors,Look at historical or recent behavior,meeting_notes,Look at historical or recent behavior
DOCE,Supervisors,Big apartment comlexes – hard to go thrugh a Nob Hill – 4 addresses and dozens of cases,meeting_notes,Big apartment comlexes – hard to go thrugh a Nob Hill – 4 addresses and dozens of cases
DOCE,Supervisors,"Finding things Too many systems needed – tadxes, water, zoning history, onbas, as400, micrfige (historucal data)",meeting_notes,"Finding things Too many systems needed – tadxes, water, zoning history, onbas, as400, micrfige (historucal data)"
DOCE,Supervisors,Missing information – records missing or unclear why wedon't have it,meeting_notes,Missing information – records missing or unclear why wedon't have it
DOCE,Supervisors,Data and historical info not digital or in one place -,meeting_notes,Data and historical info not digital or in one place -
DOCE,Supervisors,Technology Drop-down selection Dropbox feature for getting documents,meeting_notes,Technology Drop-down selection Dropbox feature for getting documents
DOCE,Supervisors,Foundational – connection to enterprise GIS at county,meeting_notes,Foundational – connection to enterprise GIS at county
DOCE,Supervisors,Legal basis for CE process – parcel based,meeting_notes,Legal basis for CE process – parcel based
DOCE,Supervisors,Has to be at the beginning/foundational,meeting_notes,Has to be at the beginning/foundational
DOCE,Supervisors,AI – has to be in there somehow,meeting_notes,AI – has to be in there somehow
DOCE,Supervisors,Will always need humans to inspect and review,meeting_notes,Will always need humans to inspect and review
DOCE,Supervisors,Drones? Makes a lot of sense,meeting_notes,Drones? Makes a lot of sense
DOCE,Supervisors,Ticket scanner for setouts,meeting_notes,Ticket scanner for setouts
DOCE,Supervisors,"Bill: Likes that everything is one place – has the caseload builds, volume becomes tougher to manage",meeting_notes,"Bill: Likes that everything is one place – has the caseload builds, volume becomes tougher to manage"
DOCE,Supervisors,"[PERSON] ease of use, simple to train on and use",meeting_notes,"[PERSON] ease of use, simple to train on and use"
DOCE,Supervisors,[PERSON] Camino not user friendly for case management,meeting_notes,[PERSON] Camino not user friendly for case management
DOCE,Supervisors,"If one mistake made, lost in the abyss",meeting_notes,"If one mistake made, lost in the abyss"
DOCE,Supervisors,"[PERSON] doesn't like that it's on-prem – needs an app – use on field in various devices, version that work on all of it",meeting_notes,"[PERSON] doesn't like that it's on-prem – needs an app – use on field in various devices, version that work on all of it"
DOCE,Supervisors,Needs to be user-friendly – Camino is an app but not user friendly – mostly the mobile view,meeting_notes,Needs to be user-friendly – Camino is an app but not user friendly – mostly the mobile view
DOCE,Supervisors,Camino: Large project – hard to find all related permits,meeting_notes,Camino: Large project – hard to find all related permits
DOCE,Supervisors,Parcel can't see everything under it,meeting_notes,Parcel can't see everything under it
DOCE,Supervisors,Can't find under a specific address if it was resubbed in Camino,meeting_notes,Can't find under a specific address if it was resubbed in Camino
DOCE,Supervisors,Under demolitions in Camino – close search part to pull up building permits,meeting_notes,Under demolitions in Camino – close search part to pull up building permits
DOCE,Supervisors,"In IPS would see zoning, demolition permit in one area see where we split parcels",meeting_notes,"In IPS would see zoning, demolition permit in one area see where we split parcels"
DOCE,Supervisors,Major issues for contractors - applications,meeting_notes,Major issues for contractors - applications
DOCE,Supervisors,Not enough information getting added and permits getting issued,meeting_notes,Not enough information getting added and permits getting issued
DOCE,Supervisors,Imposters pull permit under another license – because they have the license number – under their personal Camino account,meeting_notes,Imposters pull permit under another license – because they have the license number – under their personal Camino account
DOCE,Supervisors,Need to licensed contractor on permit,meeting_notes,Need to licensed contractor on permit
