expectations,department,focus_group,source,final_category,sentiment,Category,Category_Confidence,Category_Method,Cluster_Label,Cluster,Cluster_Size,Cluster_Purity,Cluster_Purity_Adj,Category_Confidence,Category_Confidence_Norm,Assign_Status
Outstanding balance would be nice to be able to see at the top/property summary – filtering abilities,BAA,BAA Supervisors,meeting_notes,Records & Document Management,positive,Records & Document Management,2.0,keyword_low,Case Management,11,30,0.6666666666666666,0.5957671957671957,2.0,0.19983812380869032,HDBSCAN cluster
If multiple rounds and still unpaid would be easier they were grouped,BAA,BAA Supervisors,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,3.0,keyword_low,Case Management,3,14,0.5,0.4132553606237817,3.0,0.29975718571303545,HDBSCAN cluster
Uses different platforms for addressing,BAA,BAA Supervisors,meeting_notes,System Integration,neutral,System Integration,0.37424197793006897,semantic,Noise / unclustered,-1,17,,,0.37424197793006897,0.03739390735999913,Unclustered
Beacon Image Mate – shows when property sold,BAA,BAA Supervisors,meeting_notes,Records & Document Management,neutral,Records & Document Management,2.108885943889618,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,2.108885943889618,0.2107179051767101,HDBSCAN cluster
Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce,CPC,CPC,meeting_notes,Case Management,positive,Case Management,6.0,keyword,Case Management,11,30,0.6666666666666666,0.5957671957671957,6.0,0.5995143714260709,HDBSCAN cluster
IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket,CPC,CPC,meeting_notes,Case Management,positive,Case Management,7.0,keyword,Case Management,11,30,0.6666666666666666,0.5957671957671957,7.0,0.6994334333304161,HDBSCAN cluster
Can also merge multiple license plates together – can merge contacts together,CPC,CPC,meeting_notes,Case Management,neutral,Case Management,3.0,keyword_low,Data Management & Visibility,10,12,0.6666666666666666,0.49564270152505446,3.0,0.29975718571303545,HDBSCAN cluster
At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down),CPC,CPC,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,2.3199823796749115,keyword_semantic_agree,Records & Document Management,7,30,0.3,0.2841269841269841,2.3199823796749115,0.23181046301172747,HDBSCAN cluster
Fees outstanding- reliable number (total $$),CPC,CPC,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,6.0,keyword,Case Management,11,30,0.6666666666666666,0.5957671957671957,6.0,0.5995143714260709,HDBSCAN cluster
Prefers for look ups to happen in system of record for eTax – accurate in eTax,CPC,CPC,meeting_notes,Records & Document Management,positive,Records & Document Management,3.2475457936525345,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,3.2475457936525345,0.3244917291931633,Soft-assigned
AIMS report for ISOs,CPC,CPC,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,4.30097308754921,keyword_semantic_agree,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,4.30097308754921,0.429749196183752,HDBSCAN cluster
Future system – would be helpful to have invoice generation capability,CPC,CPC,meeting_notes,System Integration,positive,System Integration,0.32676053047180176,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.32676053047180176,0.032649605672108624,HDBSCAN cluster
Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself,DOCE,CPO-Coordinators,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,7.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,7.0,0.6994334333304161,HDBSCAN cluster
"If you're in city ROW, tie to house",DOCE,CPO-Coordinators,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.09850391745567322,semantic_fallback,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,0.09850391745567322,0.009842419026073917,HDBSCAN cluster
New weekly task for staff to clean out of 'unsubmitted' tasks,DOCE,CPO-Coordinators,meeting_notes,Scheduling & Resource Management,neutral,Scheduling & Resource Management,0.2701309621334076,semantic_fallback,Case Management,3,14,0.5,0.4132553606237817,0.2701309621334076,0.02699123232768827,HDBSCAN cluster
"Would like to see more stats – cases without inspection dates, or cases set to Need Review",DOCE,Housing Inspectors,meeting_notes,Case Management,neutral,Case Management,6.0,keyword,Case Management,1,38,0.6578947368421053,0.6012058570198104,6.0,0.5995143714260709,HDBSCAN cluster
X cases in BAA,DOCE,Housing Inspectors,meeting_notes,Case Management,neutral,Case Management,6.34552076458931,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,6.34552076458931,0.6340384820923068,HDBSCAN cluster
X amount of open cases,DOCE,Housing Inspectors,meeting_notes,Case Management,neutral,Case Management,4.30416676402092,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,4.30416676402092,0.43006830534083124,HDBSCAN cluster
Sometimes waiting Generally IPS pretty is good,DOCE,Housing Inspectors,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.21804669499397278,semantic_fallback,System Integration,2,34,0.4117647058823529,0.37132003798670465,0.21804669499397278,0.02178702121514063,HDBSCAN cluster
Some things should be auto-populated,DOCE,Housing Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.24463337659835815,semantic_fallback,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,0.24463337659835815,0.02444353750020033,HDBSCAN cluster
Struggling with Camino,DOCE,Housing Inspectors,meeting_notes,System Integration,positive,System Integration,2.0,keyword_low,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,2.0,0.19983812380869032,HDBSCAN cluster
Auditing capabilities Public facing view/access Ability to directly schedule inspections,IT,IT,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,8.285681635141373,keyword_semantic_agree,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,8.285681635141373,0.8278975362213866,HDBSCAN cluster
[PERSON] Single sign on – control access through your own identity system – most important from IT perspective,IT,IT,meeting_notes,System Integration,neutral,System Integration,0.3767932951450348,semantic,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.3767932951450348,0.03764883258273893,HDBSCAN cluster
Payments for RR/CC applications occur in Camino – would intake move to future CE platform?,IT,IT,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,4.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,4.0,0.39967624761738063,HDBSCAN cluster
System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly,NBD,NBD Internal,meeting_notes,Case Management,positive,Case Management,5.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,5.0,0.49959530952172576,HDBSCAN cluster
Viewing eTax amounts would be helpful – would need to be daily,NBD,NBD Internal,meeting_notes,Scheduling & Resource Management,positive,System Integration,2.0,keyword_low,Scheduling & Resource Management,0,16,0.8125,0.640652557319224,2.0,0.19983812380869032,HDBSCAN cluster
"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see",NBD,NBD Internal,meeting_notes,Records & Document Management,positive,Records & Document Management,0.21706490218639374,semantic_fallback,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,0.21706490218639374,0.0216889213988229,HDBSCAN cluster
Also at will of Law for them to enter in eTax in the first place – more of an FP process,NBD,NBD Internal,meeting_notes,Workflow & Business Processes,neutral,Workflow & Business Processes,7.200098052620888,keyword_semantic_agree,Case Management,12,21,0.42857142857142855,0.37891737891737887,7.200098052620888,0.7194270430371815,Soft-assigned
Ideally a unified location for that,NBD,NBD Internal,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.23541778326034546,semantic_fallback,System Integration,6,13,0.6923076923076923,0.5267489711934156,0.23541778326034546,0.023522724058974168,HDBSCAN cluster
[PERSON] View street/houses nearby,NBD,NBD Internal,meeting_notes,Records & Document Management,positive,Records & Document Management,0.1321784406900406,semantic_fallback,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,0.1321784406900406,0.013207145797727981,HDBSCAN cluster
"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool",NBD,NBD Internal,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,0.2514278292655945,semantic_fallback,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,0.2514278292655945,0.02512243283686406,HDBSCAN cluster
Expanding to include spatial element – move toward more of proactive model,NBD,NBD Internal,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.251758337020874,semantic_fallback,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,0.251758337020874,0.025155456861723702,HDBSCAN cluster
[PERSON] will share ERP process map,NBD,NBD Internal,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,5.0,keyword,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,5.0,0.49959530952172576,HDBSCAN cluster
Suinana – Cityline process mapping could be shared,NBD,NBD Internal,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,5.375816434621811,keyword_semantic_agree,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,5.375816434621811,0.5371465351173728,HDBSCAN cluster
Abitility of better address look up. eg. Don't have address then look up street then narrow down to the right property.,NBD,NBD Internal,meeting_notes,Records & Document Management,positive,Records & Document Management,2.213074252009392,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,2.213074252009392,0.22112830318543877,HDBSCAN cluster
We need to know ownership and ownership history.,NBD,NBD Internal,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,2.0,keyword_low,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,2.0,0.19983812380869032,HDBSCAN cluster
"We should have full inventory of images of every property and do that as a census, it will be really valuable info. IPS would be good place to park that. City should have something like street image.",NBD,NBD Internal,meeting_notes,Records & Document Management,positive,Records & Document Management,4.289561748504639,keyword_semantic_agree,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,4.289561748504639,0.42860898589134605,HDBSCAN cluster
"Repository of history of properties would be great data source, when did something happen, what happen could be told by the pictures.",NBD,NBD Internal,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,4.0,keyword,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,4.0,0.39967624761738063,HDBSCAN cluster
Minimize windows – would be helpful.,NBD,NBD Internal,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.25880804657936096,semantic_fallback,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,0.25880804657936096,0.025859857227505813,HDBSCAN cluster
Ideally cloud based system with ability to host multiples users simultaneously,OCHD,OCHD,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,3.0,keyword_low,System Integration,6,13,0.6923076923076923,0.5267489711934156,3.0,0.29975718571303545,HDBSCAN cluster
"Ideally would be great if system listed commonly used reports with ability to put in parameters of query, prompt for 3-4 things. Dashboard would be helpful",OCHD,OCHD,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,13.561555862426758,keyword_semantic_agree,Records & Document Management,7,30,0.3,0.2841269841269841,13.561555862426758,1.0,HDBSCAN cluster
"Possible to build in links to other information about the property? Hyperlink to other parts of the record e.g. sometimes see property is in Land Bank phase; water billing info; or highlight that a PO has designated a family member as responsible; special characteristics of property e.g. historic property, or in a flood plain with ability to search by attributes as well as view those attributes on a property – use case example: if targeting grants on SHPO properties",OCHD,OCHD,meeting_notes,User Experience & Performance,positive,User Experience & Performance,4.0,keyword,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,4.0,0.39967624761738063,HDBSCAN cluster
"GIS mapping? Deb: Mapping is tricky have to protect identity of people associated with property, violation mapping would be different story",OCHD,OCHD,meeting_notes,Case Management,positive,Case Management,3.0,keyword_low,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,3.0,0.29975718571303545,HDBSCAN cluster
"Would be wonderful for county to be able to view AS400 water billing records, read-only",OCHD,OCHD,meeting_notes,Records & Document Management,positive,Records & Document Management,7.254635542631149,keyword_semantic_agree,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,7.254635542631149,0.7248763778776244,HDBSCAN cluster
Post session discussion with [PERSON],DOCE,Zoning,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.36181965470314026,semantic,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,0.36181965470314026,0.03615268047649186,HDBSCAN cluster
Not opposed to considering a system that involves Permits if that's what's needed,DOCE,Zoning,meeting_notes,Case Management,positive,Case Management,6.0,keyword,Case Management,12,21,0.42857142857142855,0.37891737891737887,6.0,0.5995143714260709,HDBSCAN cluster
Permit inspectors do make up a smaller portion of overall inspector staff,DOCE,Zoning,meeting_notes,Case Management,positive,Case Management,3.0,keyword_low,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,3.0,0.29975718571303545,HDBSCAN cluster
People component is important for lead enforcement,DOCE,Zoning,meeting_notes,System Integration,positive,System Integration,0.19203461706638336,semantic_fallback,Case Management,12,21,0.42857142857142855,0.37891737891737887,0.19203461706638336,0.019187918790433175,HDBSCAN cluster
Inspection schedule and inspection note,DOCE,Admin Aide,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,8.403178185224533,keyword_semantic_agree,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,8.403178185224533,0.8396376812826929,HDBSCAN cluster
"Building, Fire, Electrical – schedule each individually",DOCE,Admin Aide,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,5.51272588968277,keyword_semantic_agree,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,5.51272588968277,0.5508263994328989,HDBSCAN cluster
Assessment change of address form – share,DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,2.226527839899063,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,2.226527839899063,0.22247257306662238,HDBSCAN cluster
Anything you like about IPS,DOCE,Admin Aide,meeting_notes,System Integration,positive,System Integration,0.38107556104660034,semantic,System Integration,2,34,0.4117647058823529,0.37132003798670465,0.38107556104660034,0.03807671257444832,HDBSCAN cluster
"Appreciates that within parcel, can click on button that brings directly to Image Mate with the owner address",DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,7.230386301875114,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,7.230386301875114,0.7224534164893888,HDBSCAN cluster
Dark mode for IPS? +2 Incredibly bright,DOCE,Admin Aide,meeting_notes,System Integration,positive,System Integration,0.09908457845449448,semantic_fallback,System Integration,2,34,0.4117647058823529,0.37132003798670465,0.09908457845449448,0.009900438128360578,HDBSCAN cluster
New next to Save and look the same,DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,0.14123773574829102,semantic_fallback,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,0.14123773574829102,0.014112342061463033,HDBSCAN cluster
"Notepads, a lot of Excel documents",DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,4.360198140144348,keyword_semantic_agree,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,4.360198140144348,0.4356669078802937,HDBSCAN cluster
Mondays are the busiest – 9 or 3pm,DOCE,Admin Aide,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,0.27498823404312134,semantic_fallback,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,0.27498823404312134,0.027476566380321196,HDBSCAN cluster
Everything else runs pretty smoothly – mainly processing speed,DOCE,Admin Aide,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,5.0,keyword,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,5.0,0.49959530952172576,HDBSCAN cluster
[PERSON] Likes that everything is in Camino – database for that,DOCE,Admin Aide,meeting_notes,Data Management & Visibility,positive,Data Management & Visibility,4.0,keyword,Records & Document Management,9,55,0.2545454545454545,0.2490740740740741,4.0,0.39967624761738063,HDBSCAN cluster
Technology Features you like/that work well,DOCE,Admin Aide,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.5045895576477051,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.5045895576477051,0.050418115246887184,HDBSCAN cluster
Likes periodics window for Rental Registry,DOCE,Admin Aide,meeting_notes,Case Management,positive,Case Management,4.0,keyword,Case Management,12,21,0.42857142857142855,0.37891737891737887,4.0,0.39967624761738063,HDBSCAN cluster
"Documents on one side, inspection on the other side, add notes to it specifically",DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,10.433036476373672,keyword_semantic_agree,Records & Document Management,7,30,0.3,0.2841269841269841,10.433036476373672,1.0,HDBSCAN cluster
"PI module layout – likes it better than the complaint module – designed well – when you click on date, doesn't calendar – very useful",DOCE,Admin Aide,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,6.361610531806946,keyword_semantic_agree,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,6.361610531806946,0.6356461565389523,HDBSCAN cluster
Make it easier to find,DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,3.309187203645706,keyword_semantic_agree,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,3.309187203645706,0.33065088105414214,HDBSCAN cluster
Main place where parcel is,DOCE,Admin Aide,meeting_notes,Records & Document Management,positive,Records & Document Management,3.204457938671112,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,3.204457938671112,0.3201864311439491,HDBSCAN cluster
He likes IPS for what he uses it for,Assessment,Assessment,meeting_notes,System Integration,positive,System Integration,0.31440457701683044,semantic_fallback,System Integration,2,34,0.4117647058823529,0.37132003798670465,0.31440457701683044,0.03141501039395413,HDBSCAN cluster
"Easily viewable, attainable, exportable",Assessment,Assessment,meeting_notes,Records & Document Management,positive,Records & Document Management,0.36134713888168335,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.36134713888168335,0.036105467138876926,HDBSCAN cluster
Functionality depends on people putting stuff in and it going in accurately – for most part that does happen,BAA,BAA ALJs,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.27002158761024475,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.27002158761024475,0.026980303727937603,HDBSCAN cluster
If tickets dismissed because no good service – appears there's a first round of tickets – make it more readily clear,BAA,BAA ALJs,meeting_notes,Case Management,positive,Case Management,8.0,keyword,Case Management,3,14,0.5,0.4132553606237817,8.0,0.7993524952347613,HDBSCAN cluster
Fees are very general -,BAA,BAA ALJs,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,6.0,keyword,Case Management,11,30,0.6666666666666666,0.5957671957671957,6.0,0.5995143714260709,HDBSCAN cluster
"Ability to track changes, how it got to that point so easier to fix issues rather than figuring out what happened",BAA,BAA ALJs,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.4341064393520355,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.4341064393520355,0.04337550818669089,HDBSCAN cluster
AIMS – certain things that work well,BAA,BAA ALJs,meeting_notes,System Integration,positive,System Integration,2.0,keyword_low,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,2.0,0.19983812380869032,HDBSCAN cluster
Suggested language – sustain deciison with language,BAA,BAA ALJs,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.18575923144817352,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.18575923144817352,0.01856088814637363,HDBSCAN cluster
Something with common language – start with a template and adjust as needed,BAA,BAA ALJs,meeting_notes,Training & Documentation,positive,Training & Documentation,0.329882949590683,semantic,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.329882949590683,0.03296159486133943,HDBSCAN cluster
"Chris: Familiar with process, second nature after 3 years",BAA,BAA Operations,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,5.0,keyword,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,5.0,0.49959530952172576,HDBSCAN cluster
Ability to organize by action type or department or,BAA,BAA Operations,meeting_notes,User Experience & Performance,positive,User Experience & Performance,4.0,keyword,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,4.0,0.39967624761738063,HDBSCAN cluster
Very detailed within info to put int,BAA,BAA Operations,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,0.22971795499324799,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.22971795499324799,0.02295320256550992,HDBSCAN cluster
Could access and see because it's public,BAA,BAA Operations,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,2.0,keyword_low,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,2.0,0.19983812380869032,HDBSCAN cluster
Ability to search by address so they don't have to find the TaxID,BAA,BAA Operations,meeting_notes,Records & Document Management,positive,Records & Document Management,5.295589774847031,keyword_semantic_agree,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,5.295589774847031,0.5291303625329576,HDBSCAN cluster
"Likes notes tab – nice that it's separate from action log and summary of everything – can see what round of ticketing they're on, round of ticket",BAA,BAA Operations,meeting_notes,User Experience & Performance,positive,User Experience & Performance,10.0,keyword,User Experience & Performance,5,61,0.3442622950819672,0.3305274971941639,10.0,0.9991906190434515,HDBSCAN cluster
"Likes how detailed the info we can input is – just the way more organized could be more visual – make it easier to find key information, latest note",BAA,BAA Operations,meeting_notes,Records & Document Management,positive,Records & Document Management,6.0,keyword,Records & Document Management,7,30,0.3,0.2841269841269841,6.0,0.5995143714260709,HDBSCAN cluster
Likes when they search that you can see what's open and what's closed,BAA,BAA Operations,meeting_notes,User Experience & Performance,positive,User Experience & Performance,4.0,keyword,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,4.0,0.39967624761738063,HDBSCAN cluster
Dislikes,BAA,BAA Operations,meeting_notes,User Experience & Performance,positive,User Experience & Performance,0.2832992672920227,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.2832992672920227,0.028306997026007242,Soft-assigned
Ideally would be able to view by property and/or property owner,BAA,BAA Supervisors,meeting_notes,Records & Document Management,positive,Records & Document Management,0.2839101552963257,semantic_fallback,Data Management & Visibility,13,22,0.3181818181818182,0.27503429355281206,0.2839101552963257,0.028368036382325813,HDBSCAN cluster
"In perfect world, Codes doing on there",BAA,BAA Supervisors,meeting_notes,Case Management,positive,Case Management,2.0,keyword_low,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,2.0,0.19983812380869032,Soft-assigned
"Codes is doing service, mailing",BAA,BAA Supervisors,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,4.0,keyword,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,4.0,0.39967624761738063,Soft-assigned
Ticket has QR code and it takes them into a portal that shows them all of their pictures,BAA,BAA Supervisors,meeting_notes,Case Management,positive,Case Management,5.0,keyword,Noise / unclustered,-1,17,,,5.0,0.49959530952172576,Unclustered
On that date/time - pop up and record and automatically be in the case,BAA,BAA Supervisors,meeting_notes,Case Management,positive,Records & Document Management,3.0,keyword_low,Case Management,1,38,0.6578947368421053,0.6012058570198104,3.0,0.29975718571303545,HDBSCAN cluster
"Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they're the one doing the service (has to be certified mail and personal)",BAA,BAA Supervisors,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,6.0,keyword,Case Management,3,14,0.5,0.4132553606237817,6.0,0.5995143714260709,HDBSCAN cluster
Technology Likes Search capabilities is helpful – name or address,BAA,BAA Supervisors,meeting_notes,User Experience & Performance,positive,User Experience & Performance,4.0,keyword,Records & Document Management,14,37,0.5135135135135135,0.4748677248677248,4.0,0.39967624761738063,HDBSCAN cluster
MS Excel for tracking – appeals (used to track for every hearing),BAA,BAA Supervisors,meeting_notes,Case Management,positive,Case Management,9.285417318344116,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,9.285417318344116,0.9277901878393043,HDBSCAN cluster
Weekly calendar sent to Council and others – make in Excel and send PDF,BAA,BAA Supervisors,meeting_notes,Case Management,positive,Scheduling & Resource Management,4.291435241699219,keyword_semantic_agree,Case Management,1,38,0.6578947368421053,0.6012058570198104,4.291435241699219,0.42879618357383265,HDBSCAN cluster
"In perfect world, hearing calendar would link to city webpage as well as copies of the decision",BAA,BAA Supervisors,meeting_notes,Case Management,positive,Scheduling & Resource Management,4.0,keyword,Case Management,1,38,0.6578947368421053,0.6012058570198104,4.0,0.39967624761738063,HDBSCAN cluster
Referred to Law in May 2024,DOCE,Building Inspectors,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,2.164681077003479,keyword_semantic_agree,Case Management,12,21,0.42857142857142855,0.37891737891737887,2.164681077003479,0.21629290253627517,Soft-assigned
Will put reports to fire marshal and they will review and approve,DOCE,Building Inspectors,meeting_notes,Reporting & Decision Support,positive,Reporting & Decision Support,8.0,keyword,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,8.0,0.7993524952347613,HDBSCAN cluster
Can read notes from owners,DOCE,Building Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,6.338211953639984,keyword_semantic_agree,Records & Document Management,7,30,0.3,0.2841269841269841,6.338211953639984,0.633308192558614,HDBSCAN cluster
Also where applications come in for CofCs,DOCE,Building Inspectors,meeting_notes,Training & Documentation,positive,Training & Documentation,0.23315197229385376,semantic_fallback,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,0.23315197229385376,0.023296326352749742,Soft-assigned
IPS – likes Tickle dates – reminder dates are helpful,DOCE,Building Inspectors,meeting_notes,Scheduling & Resource Management,positive,Scheduling & Resource Management,12.363349556922913,keyword_semantic_agree,Scheduling & Resource Management,0,16,0.8125,0.640652557319224,12.363349556922913,1.0,HDBSCAN cluster
Now hopping back and forth,DOCE,Building Inspectors,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,0.13851101696491241,semantic_fallback,User Experience & Performance,8,71,0.3380281690140845,0.32651072124756336,0.13851101696491241,0.013839890878550885,HDBSCAN cluster
Likes that all documents and images are saved in there – even communication with owner,DOCE,Building Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,8.434845864772797,keyword_semantic_agree,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,8.434845864772797,0.8428018861158428,HDBSCAN cluster
Photos also helpful for inspectors – compare/contrast,DOCE,Building Inspectors,meeting_notes,Records & Document Management,positive,Records & Document Management,4.238717705011368,keyword_semantic_agree,Scheduling & Resource Management,16,28,0.32142857142857145,0.28647586980920314,4.238717705011368,0.42352869676207466,HDBSCAN cluster
County lead in there too – can see it – but makes more cases,DOCE,Building Inspectors,meeting_notes,Case Management,positive,Case Management,4.222271054983139,keyword_semantic_agree,Case Management,12,21,0.42857142857142855,0.37891737891737887,4.222271054983139,0.421885362919785,HDBSCAN cluster
Used to be trained on it day one,DOCE,Building Inspectors,meeting_notes,Training & Documentation,positive,Training & Documentation,5.214752376079559,keyword_semantic_agree,Training & Documentation,15,17,0.35294117647058826,0.2798821548821549,5.214752376079559,0.5210531654813245,HDBSCAN cluster
Tablet that connects – idea is great,DOCE,Building Inspectors,meeting_notes,Communication & Collaboration,positive,Communication & Collaboration,4.0,keyword,Records & Document Management,4,24,0.4583333333333333,0.41187739463601536,4.0,0.39967624761738063,Soft-assigned
Viki: Call BAA to see what balance truly is,CPC,CPC,meeting_notes,Workflow & Business Processes,positive,Workflow & Business Processes,2.0,keyword_low,Case Management,3,14,0.5,0.4132553606237817,2.0,0.19983812380869032,HDBSCAN cluster
