focus_group,pain_points,processed_text,sentiment
DOCE Zoning,Dates More robust filtering system,Dates More robust filtering system,negative
DOCE Zoning,Organizing by tax number is useful,Organizing by tax number is useful,positive
DOCE Zoning,Histories – expectations of what you’re looking for – looking for applicant,Histories – expectations of what you’re looking for – looking for applicant,negative
External OCHD,With way you have to search IPS can take time to go through,With way you have to search IPS can take time to go through,positive
External OCHD,"Accessibility Only one user can be on at a time because of remote connection (two virtual machines, but only one working? They boot each other off). Challenge because they may be on there for hours","Accessibility Only one user can be on at a time because of remote connection (two virtual machines, but only one working? They boot each other off). Challenge because they may be on there for hours",negative
External OCHD,Chris in located in Carnegie building – would it be possible to get IPS access? Would be helpful to Community Development team when making referrals to lead reduction programs,Chris in located in Carnegie building – would it be possible to get IPS access? Would be helpful to Community Development team when making referrals to lead reduction programs,positive
External OCHD,Would need county and city IT involved but possible to set up – will run into issue of lack of concurrent access though,Would need county and city IT involved but possible to set up – will run into issue of lack of concurrent access though,negative
External OCHD,Possible (Ryan doesn’t have any issues with it),Possible (Ryan doesn’t have any issues with it),negative
External OCHD,"Deb recommends starting with Look Before You Rent, should cover most needs unless you really need to dig into property details/history or access construction permits","Deb recommends starting with Look Before You Rent, should cover most needs unless you really need to dig into property details/history or access construction permits",negative
External OCHD,Rose flagged that city has new system of record for permits – should discuss access for county team another time,Rose flagged that city has new system of record for permits – should discuss access for county team another time,positive
External OCHD,Lack of ability to request inspection on-demand - when they’re calling in from the field - have to call Codes to request inspection,Lack of ability to request inspection on-demand - when they’re calling in from the field - have to call Codes to request inspection,negative
External OCHD,"Rent Stops are not easy to find, generally buried either in a complaint or in a certification record. Codes doesn’t flag in narrative record that stop rent is on when you check on parcel itself unless you dig into it. (County will add this to the narrative description so easily viewable on their cases)","Rent Stops are not easy to find, generally buried either in a complaint or in a certification record. Codes doesn’t flag in narrative record that stop rent is on when you check on parcel itself unless you dig into it. (County will add this to the narrative description so easily viewable on their cases)",negative
External OCHD,"Feedback from DSS and Section 8 - can tell when County Health has stopped rent, but don’t always knows when city Codes has.","Feedback from DSS and Section 8 - can tell when County Health has stopped rent, but don’t always knows when city Codes has.",negative
External OCHD,Could be helpful addition to LBYR,Could be helpful addition to LBYR,positive
External OCHD,Unfits are also not always obvious within IPS,Unfits are also not always obvious within IPS,negative
External OCHD,Report generation takes time to navigate and is pretty complicated,Report generation takes time to navigate and is pretty complicated,positive
External OCHD,"Tools Lots of redundancy here, no one database/system.","Tools Lots of redundancy here, no one database/system.",negative
External OCHD,They also have state mandated systems they are required to use,They also have state mandated systems they are required to use,negative
External OCHD,Receive work through state and report updates through that as well - one requires ny.gov id to access for RR registration portal and entire health commerce system for all health-related data - access for 3 programs,Receive work through state and report updates through that as well - one requires ny.gov id to access for RR registration portal and entire health commerce system for all health-related data - access for 3 programs,positive
External OCHD,"Inspect2Go platform: a purpose-built software for code enforcement. For property inspections has a canned CE module. System is SQL based. Focus on state, county, municipal inspection units - tweaked it for health for their needs","Inspect2Go platform: a purpose-built software for code enforcement. For property inspections has a canned CE module. System is SQL based. Focus on state, county, municipal inspection units - tweaked it for health for their needs",positive
External OCHD,Modules and demos on Inspect2Go website,Modules and demos on Inspect2Go website,negative
External OCHD,"There are some others that do similar things - sole source for inspection specific software - pretty comprehensive for tracking cycles, incorporate regs.","There are some others that do similar things - sole source for inspection specific software - pretty comprehensive for tracking cycles, incorporate regs.",positive
External OCHD,Other platforms to explore:,Other platforms to explore:,positive
External OCHD,Neaverly? - came up at HUD conference,Neaverly? - came up at HUD conference,negative
External OCHD,Chautauqua uses planning platform and build modules from there,Chautauqua uses planning platform and build modules from there,positive
External OCHD,Internal Access database for tracking inspections and (?) - basis for new cloud-based system Inspect2Go,Internal Access database for tracking inspections and (?) - basis for new cloud-based system Inspect2Go,negative
External OCHD,Would love a universal database within county - one master property-based universe,Would love a universal database within county - one master property-based universe,positive
External OCHD,Sharepoint: for workflows – don't have that functionality within other systems,Sharepoint: for workflows – don't have that functionality within other systems,negative
External OCHD,"Company Cam: for capturing images for inspections, follow up, images underway. Generates links they can use for sharing images with DOCE","Company Cam: for capturing images for inspections, follow up, images underway. Generates links they can use for sharing images with DOCE",positive
External OCHD,"Images are immediately available after taken in field, can create a project or tag, view in real-time what inspectors are seeing, ability to share + more capabilities than they’ve even tapped into","Images are immediately available after taken in field, can create a project or tag, view in real-time what inspectors are seeing, ability to share + more capabilities than they’ve even tapped into",positive
External OCHD,"If see issues Codes related issues, can use for referral or to other programs","If see issues Codes related issues, can use for referral or to other programs",positive
External OCHD,"Redcap: for dedicated projects but not for inspections. Use it for Healthy Neighborhood visits, tracking registration for training, and testing","Redcap: for dedicated projects but not for inspections. Use it for Healthy Neighborhood visits, tracking registration for training, and testing",positive
External OCHD,Real Property tax database,Real Property tax database,negative
External OCHD,"County Clerk: Deeds, sale and transfer of properties - generally where finding changes of ownership, usually more up to date than Image Mate","County Clerk: Deeds, sale and transfer of properties - generally where finding changes of ownership, usually more up to date than Image Mate",positive
External OCHD,LexusNexus: uses that for looking up information,LexusNexus: uses that for looking up information,negative
External OCHD,"Teletask: Communication platform, allows to bulk text. Use it for testing appointments and reminders. Talking about incorporating to NYSRR for reminders for appointments. Ability to attach records for signing. WIC uses it extensively","Teletask: Communication platform, allows to bulk text. Use it for testing appointments and reminders. Talking about incorporating to NYSRR for reminders for appointments. Ability to attach records for signing. WIC uses it extensively",positive
External OCHD,"Docusign: Embed into work so docs can be signed electronically - ability to use in CompanyCam now, send work scopes out for owner bid selection","Docusign: Embed into work so docs can be signed electronically - ability to use in CompanyCam now, send work scopes out for owner bid selection",positive
External OCHD,Inspection scheduling?,Inspection scheduling?,negative
External OCHD,"Inspections for children, mostly done by case manager who calls","Inspections for children, mostly done by case manager who calls",positive
External OCHD,Stacy schedules for referrals by phone,Stacy schedules for referrals by phone,negative
External OCHD,"Docuware: Document retention and storage platform for Codes records, use to respond to FOILs, can redact within that. Once record is closed, can combine, move into Docuware and then remove locally. Has helpful reduce paper burden on the team (they do have redundancy with folder docs - retain all PDFs - sending comms docs - kept in server-based folder)","Docuware: Document retention and storage platform for Codes records, use to respond to FOILs, can redact within that. Once record is closed, can combine, move into Docuware and then remove locally. Has helpful reduce paper burden on the team (they do have redundancy with folder docs - retain all PDFs - sending comms docs - kept in server-based folder)",positive
External OCHD,OneDrive groups,OneDrive groups,negative
External OCHD,Sharepoint – secure and via Outlook,Sharepoint – secure and via Outlook,negative
External OCHD,One reason they use SharePoint for the team - secure site you can only 	access in building,One reason they use SharePoint for the team - secure site you can only access in building,negative
External OCHD,"Technology Likes IPS is useful for searching property ownership info, contact info, checking status of RR or CC, open code violations, seeing communication with owner or BAA involvement (indicator compliance may be an issue)","Technology Likes IPS is useful for searching property ownership info, contact info, checking status of RR or CC, open code violations, seeing communication with owner or BAA involvement (indicator compliance may be an issue)",negative
External OCHD,Informative to help guide their work when looking to see what’s involved on backend,Informative to help guide their work when looking to see what’s involved on backend,positive
External OCHD,"Especially if seeing codes issues where they’re also seeing issues, helpful to know what’s been documented/cited","Especially if seeing codes issues where they’re also seeing issues, helpful to know what’s been documented/cited",positive
External OCHD,Look Before You Rent has been one of the best improvements made to make info available,Look Before You Rent has been one of the best improvements made to make info available,positive
External OCHD,Deb uses it to generate a PDF of violations – will attach that to their records,Deb uses it to generate a PDF of violations – will attach that to their records,negative
External OCHD,"Helpful to make a directed request for rental inspection for instance (workflow that triggers notification to city’s LHCO). County often finding they are the first inspection at that property. Or property is a rental but not flagged as such. Mark does initial entry in IPS after Notice and Demand is sent, opportunity to communicate directly with Codes team.","Helpful to make a directed request for rental inspection for instance (workflow that triggers notification to city’s LHCO). County often finding they are the first inspection at that property. Or property is a rental but not flagged as such. Mark does initial entry in IPS after Notice and Demand is sent, opportunity to communicate directly with Codes team.",positive
External OCHD,Task (action) built into OCHD case type to request inspection,Task (action) built into OCHD case type to request inspection,positive
External OCHD,Tasks (actions) available to them now; different case types for different purposes - can code different types of inspections (their regular work is primarily protected public health info). RR side is different case type - intentionally created so it can be shared to LBYR eventually,Tasks (actions) available to them now; different case types for different purposes - can code different types of inspections (their regular work is primarily protected public health info). RR side is different case type - intentionally created so it can be shared to LBYR eventually,positive
External OCHD,"Being able to search for more recent contact information i.e. if Codes has an email or phone number. Helpful to view RR applications added to IPS, more updated contact information, sometimes property manager contact will be listed","Being able to search for more recent contact information i.e. if Codes has an email or phone number. Helpful to view RR applications added to IPS, more updated contact information, sometimes property manager contact will be listed",positive
External OCHD,Appreciate that everything is connected to the parcel,Appreciate that everything is connected to the parcel,positive
External OCHD,"Dislikes Mark: Main parcel search lists all complaints, would be helpful if it showed complaint type and other details, have to click on each individual case to view that","Dislikes Mark: Main parcel search lists all complaints, would be helpful if it showed complaint type and other details, have to click on each individual case to view that",positive
External OCHD,Rose recommends trying Parcel History tab/view,Rose recommends trying Parcel History tab/view,negative
External OCHD,"If want to see what Codes is doing on a property county has a case at, have to figure out which record corresponds to referral date, takes time. Have to hunt for information","If want to see what Codes is doing on a property county has a case at, have to figure out which record corresponds to referral date, takes time. Have to hunt for information",positive
External OCHD,"Owner information - County Clerk office doesn’t alert county to changes. In IPS, if new complaint and ownership change, no way to know when ownership occurred. (Assessment sync only updates parcel, complaint cases default to assessed owner record at time case is opened, doesn’t prompt anything within open cases when owner changes)","Owner information - County Clerk office doesn’t alert county to changes. In IPS, if new complaint and ownership change, no way to know when ownership occurred. (Assessment sync only updates parcel, complaint cases default to assessed owner record at time case is opened, doesn’t prompt anything within open cases when owner changes)",negative
External OCHD,"Workaround for that issue? When they find the ownership changed, update in property record. County’s new inspection  system should be able to prompt/alert on active cases – county is required to issue new notice to new owner (same as DOCE). There’s no mechanism that connects tax assessment, county clerk and county work in the field","Workaround for that issue? When they find the ownership changed, update in property record. County’s new inspection system should be able to prompt/alert on active cases – county is required to issue new notice to new owner (same as DOCE). There’s no mechanism that connects tax assessment, county clerk and county work in the field",negative
External OCHD,"State’s RR based on state’s tax records, there are  delays in updating information","State’s RR based on state’s tax records, there are delays in updating information",negative
External OCHD,"Chris: They run into that issue as well, when they share specs, , already outdated in 5 months they’ve had a file","Chris: They run into that issue as well, when they share specs, , already outdated in 5 months they’ve had a file",negative
External OCHD,Looks at all kinds of public data to check ownership - no automated way to push updates,Looks at all kinds of public data to check ownership - no automated way to push updates,negative
External OCHD,Sometimes system freezes,Sometimes system freezes,negative
External OCHD,Appreciate that everything is connected to the parcel and see all records attached to parcel but not able to view case types or what the complaint was related to is a challenge,Appreciate that everything is connected to the parcel and see all records attached to parcel but not able to view case types or what the complaint was related to is a challenge,positive
External OCHD,Lack of segmenting records by units,Lack of segmenting records by units,negative
External OCHD,Challenge in finding right parcel based on how it’s referred to in tax record. (Haven’t had many issues related to inactive parcels - can view demo permits and see assessment vacant land – does take some time to put together),Challenge in finding right parcel based on how it’s referred to in tax record. (Haven’t had many issues related to inactive parcels - can view demo permits and see assessment vacant land – does take some time to put together),positive
External OCHD,Run into challenge with corner lots - multiple addresses who they’re listed,Run into challenge with corner lots - multiple addresses who they’re listed,negative
External OCHD,Workaround - they use map view in Image Mate and Google Maps,Workaround - they use map view in Image Mate and Google Maps,negative
External OCHD,Have to look at parcel attribute to see if it’s a required thing (i.e. RR/CC required),Have to look at parcel attribute to see if it’s a required thing (i.e. RR/CC required),negative
External OCHD,"Inconsistency with how information recorded in system - sometimes looking at record, RR listed with green bar, other times will say Certificate Issued but won’t have RR – possible to have one standard button for that?","Inconsistency with how information recorded in system - sometimes looking at record, RR listed with green bar, other times will say Certificate Issued but won’t have RR – possible to have one standard button for that?",negative
External OCHD,Confusing to know whether property has active CofC or smoke cert,Confusing to know whether property has active CofC or smoke cert,negative
External OCHD,No training for IPS,No training for IPS,negative
IT,Space issues,Space issues,negative
IT,"File uploaded, assigned global user id","File uploaded, assigned global user id",positive
IT,If internet problem or non-supported file type it gets lost,If internet problem or non-supported file type it gets lost,negative
IT,No time,No time,negative
IT,Biggest issues are related to database getting full,Biggest issues are related to database getting full,negative
IT,Escalation is pretty fast with Edmunds – can always reach out directly to Reid,Escalation is pretty fast with Edmunds – can always reach out directly to Reid,positive
IT,RTL – recovery time is going to be biggest challenge – looking at 72hrs+ of downtown for restoring,RTL – recovery time is going to be biggest challenge – looking at 72hrs+ of downtown for restoring,negative
IT,RPO is low – maybe an hour,RPO is low – maybe an hour,negative
IT,IPS died once before – 10 years ago – physical server – server crashed. Took some time to restore,IPS died once before – 10 years ago – physical server – server crashed. Took some time to restore,negative
IT,Risks from a legal perspective,Risks from a legal perspective,negative
IT,Recoverability is big risk,Recoverability is big risk,negative
IT,Scalability is another risk,Scalability is another risk,negative
IT,"When moved onto new hardware from a few years ago, took maybe about 12hours","When moved onto new hardware from a few years ago, took maybe about 12hours",negative
IT,Second pain point – end of life and file system,Second pain point – end of life and file system,negative
IT,"If some kind of breach or ransom, they could compromise millions of files – nature of backend engineering of the system","If some kind of breach or ransom, they could compromise millions of files – nature of backend engineering of the system",negative
IT,"Downtime translates to users not able to do their jobs and blows up HelpDesk line – loss of productivity – you have people with scheduled times, they can’t do much without IPS","Downtime translates to users not able to do their jobs and blows up HelpDesk line – loss of productivity – you have people with scheduled times, they can’t do much without IPS",negative
IT,Sometimes Codes will send folks home,Sometimes Codes will send folks home,negative
IT,Anything an issue due to user error?,Anything an issue due to user error?,negative
IT,Users are well conditioned to having tepid expectations – because so many issues,Users are well conditioned to having tepid expectations – because so many issues,negative
IT,Scott: Get exact same phone calls for city of fulton,Scott: Get exact same phone calls for city of fulton,negative
IT,"Generally, try to handle things in house and escalate to vendor.","Generally, try to handle things in house and escalate to vendor.",positive
IT,"Workflow engine is clunky. Vendor takes Take copy of database, updating null fields – clumsy","Workflow engine is clunky. Vendor takes Take copy of database, updating null fields – clumsy",negative
IT,Technology System Performance,Technology System Performance,negative
IT,Being used every day. Performance is what it is – users have to wait to upload,Being used every day. Performance is what it is – users have to wait to upload,positive
IT,Data Governance,Data Governance,negative
IT,"Data access – Direct access to database, will want to make sure we have it. Current system has strange governance model – everything stored in UNC file share – anyone with current rights could share","Data access – Direct access to database, will want to make sure we have it. Current system has strange governance model – everything stored in UNC file share – anyone with current rights could share",positive
IT,Too much outside interference that could break all that,Too much outside interference that could break all that,negative
IT,Inside system could lock it all down – outside system could make changes,Inside system could lock it all down – outside system could make changes,negative
IT,Print log folder – has everything that was ever printed out of the system,Print log folder – has everything that was ever printed out of the system,negative
IT,Data Migration,Data Migration,negative
IT,Going to be a big effort,Going to be a big effort,negative
IT,Day you put last piece of info in it – living with at least 7 years because people won’t want it to go away. There are millions of files,Day you put last piece of info in it – living with at least 7 years because people won’t want it to go away. There are millions of files,negative
IT,Upgrade and dev system so you can at least access read-only,Upgrade and dev system so you can at least access read-only,negative
IT,Common with health firm - 80-90k for support on system – stand up in read only mode – back it up once,Common with health firm - 80-90k for support on system – stand up in read only mode – back it up once,negative
IT,Could look at migration,Could look at migration,positive
IT,See what kind of effort it’s going to be,See what kind of effort it’s going to be,negative
IT,Maybe only look at what’s active within a year,Maybe only look at what’s active within a year,negative
IT,Maintaining a file share is much easier to maintain than running SQL server on older server,Maintaining a file share is much easier to maintain than running SQL server on older server,negative
IT,Would want a static copy or database backup,Would want a static copy or database backup,negative
IT,Significant part of implementation cost would be prep work we do or rely on 3rd party to support that work,Significant part of implementation cost would be prep work we do or rely on 3rd party to support that work,negative
IT,"Ideally, we have those historical records transformed into new system schema","Ideally, we have those historical records transformed into new system schema",positive
IT,How do we digitize microfiche or paper records?,How do we digitize microfiche or paper records?,negative
IT,City did that once – DPW digitized microfoche,City did that once – DPW digitized microfoche,negative
Law,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward","When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward",negative
Law,If an inspector has missed anything -,If an inspector has missed anything -,negative
Law,"Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter","Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter",positive
Law,If no N&M – need to do whole process over,If no N&M – need to do whole process over,negative
Law,Improvement: Water records not in IPS,Improvement: Water records not in IPS,negative
Law,Technology: Likes: Dislikes:,Technology: Likes: Dislikes:,negative
NBD Data Team,"J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units.","J: unable to add thing to IPS; insert/update/delete functionality need admin. Sub parcels /some parcels have sub parcel but in IPS goes unused, future: parcel has sub parcel to clearly see if entered in different locations. Violationas be added to to parent parcel by eod, but ideally there be data validated unit. To indicate if that happening in multiple units.",negative
NBD Data Team,"J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together.","J: we link cases to gether, CA link to Code complain, TL is complaint: add text filed to either.If there was a dedicated way to link cases together.",negative
NBD Data Team,"J: violations: SPCC code book. After adding we can’t organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can’t be added.","J: violations: SPCC code book. After adding we can’t organize violations ; it breaks code book. Better sys to update violatations. To the codebook, bunch of drop downs within dropdowns. You can sort folder but data can’t be added.",negative
NBD Data Team,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.,J: CfC complain cases: inspection using inspection actionsfor tickle dates to follow up. Needs to understand how it is used. Case mangement tools they have to organise follow up in IPS.,positive
NBD Data Team,"C: noticed that, process improvement: calendar integration tickle date .","C: noticed that, process improvement: calendar integration tickle date .",positive
NBD Data Team,"We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,","We have some workflows: the way they are configure and their limitations are frustrating: eg. We have a workflow that cant be happen but it happens and log so we haver to look into that and flag it,",negative
NBD Data Team,"Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it.","Data validation: someone enter data but we need to clean up and we have to inform ppl to do it the right way. J:user defined actions. Some places in IPS where DV does exists but some place it doesnt. Workflows: is dated. Can we write workflow in python, R: any user should be able to use it.",positive
NBD Data Team,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.,C: ways IPS cant communicate with other sys. Data validation should be inbuild: contact names and business name.,positive
NBD Data Team,"R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept  projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy.","R: process: lack of standardize data entry due to lack of processes. Codes staff notes make it hard to parse data. System training & support. Lack of automation: BAA process is manual, automatic double fines. Workflow related. Lack of sys use for cross dept projects: law dept. Camino & Ips makes in difficult for continutity. Timely sys update, literally years to solve anything. IT have to manually go into each sys and there could be a bug. It is clunky, easy to accidentally break things: deactive rec type, SPCC book, lack of data validation, things missing. Limited ability to associate inspection types with case type. Resubs occure limitations. Limited track organise cases based on unit level. Address book cant add related address if already exist. BAA only can track things on case level only, but we need more. If one violation is correct but other exists, it is very challenging and messy.",negative
NBD Data Team,"Expectations: Tools: J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online.","Expectations: Tools: J: eTAx- puliing tax data developing phase list for FC, R, SQl, Python, Arcgis & argis online.",positive
NBD Data Team,"C: workflow designer, excel, argis, seperate app to manage roles","C: workflow designer, excel, argis, seperate app to manage roles",negative
NBD Data Team,"R: external data sources, NY open data portal, census – api.","R: external data sources, NY open data portal, census – api.",negative
NBD Data Team,J: Camino needs the training & support and IPS database design.,J: Camino needs the training & support and IPS database design.,positive
NBD Data Team,"R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l","R: better case management tool for tailored to individual users, day wise for inspector eg i am gonna do this type of cases today. High level reporting capabilities for leadership, outstanding backlog, time to resolve, prompts to move things forward. Direct sched for applicant for RR, inspection doesnt get sched build that into application process. Some small things should stop. Accountability on owner to do it. C: l",negative
NBD Data Team,"Software to interface with public, how sylode IPS even.","Software to interface with public, how sylode IPS even.",positive
NBD Internal,"Difficult to read through code ordinance, lang is very specific to codes. Without codes bg it is hard to understand (lawyer lingo)","Difficult to read through code ordinance, lang is very specific to codes. Without codes bg it is hard to understand (lawyer lingo)",negative
NBD Internal,Archiach but stores alot of  info,Archiach but stores alot of info,negative
NBD Internal,Colored lines – I can’t how to understand. Too much information to handle.,Colored lines – I can’t how to understand. Too much information to handle.,negative
NBD Internal,Direct access via. Leadership.,Direct access via. Leadership.,positive
NBD Internal,Leadring abt IPS is difficult. Hard to adapt.,Leadring abt IPS is difficult. Hard to adapt.,negative
NBD Internal,Resources on how to better extract inform to make data driven decision.,Resources on how to better extract inform to make data driven decision.,positive
NBD Internal,"Public don’t have alot of iformation. It is complicated/confusing to public, even for staff, even for board members.","Public don’t have alot of iformation. It is complicated/confusing to public, even for staff, even for board members.",negative
NBD Internal,Permits- intake they go into IPS – flashes historic sites – they figure out what I need to review. They refer a lot of things – but if i am not here they need more trainings.,Permits- intake they go into IPS – flashes historic sites – they figure out what I need to review. They refer a lot of things – but if i am not here they need more trainings.,positive
NBD Internal,Training is needed.,Training is needed.,negative
NBD Internal,Codes – zoning & presv ordinance – enforcement side: code inspectors work with her. Getting approved.,Codes – zoning & presv ordinance – enforcement side: code inspectors work with her. Getting approved.,positive
NBD Internal,It does feel a little – interface is outdated and not confusing to understand the case because of experience with it.,It does feel a little – interface is outdated and not confusing to understand the case because of experience with it.,negative
NBD Internal,Tools: No OnBase access. No AS400 access. IPS – for historical,Tools: No OnBase access. No AS400 access. IPS – for historical,negative
NBD Internal,Likes: We were in control.,Likes: We were in control.,positive
NBD Internal,Quaazai complete historical record of the propert – includes all the case types that might be use to understand history of that property.,Quaazai complete historical record of the propert – includes all the case types that might be use to understand history of that property.,positive
NBD Internal,"We enter info, we don’t rely on public. So, it is better curated. There is credible information because of that. (eg. CoA in Camino someone entered wrong info or missing info so that is a frustration abt Camino)","We enter info, we don’t rely on public. So, it is better curated. There is credible information because of that. (eg. CoA in Camino someone entered wrong info or missing info so that is a frustration abt Camino)",negative
NBD Internal,Easy to go back to IPS and find what the comment of LMP on the application,Easy to go back to IPS and find what the comment of LMP on the application,positive
NBD Internal,Dislikes: IPS – info is not transfered when there is been resub. Frustrated where is this info gone – address change. Related parcel is not picking that up – determine. E.g. prop with tone of history – using wrong address – use arial view.  confirm addresses/ parcel numbers – arial view is picking tax assessors.,Dislikes: IPS – info is not transfered when there is been resub. Frustrated where is this info gone – address change. Related parcel is not picking that up – determine. E.g. prop with tone of history – using wrong address – use arial view. confirm addresses/ parcel numbers – arial view is picking tax assessors.,negative
NBD Internal,I have to look at other sources to makesure that the property is right property I am looking at in IPS.,I have to look at other sources to makesure that the property is right property I am looking at in IPS.,negative
NBD Internal,"Recieving new projects in Camino, I have to go to IPS to go back in time. It would ne nice to have all in one place. Camino – instead of having an applicant submit -> we have to pull that application and create a case onlne for public viewing same with Zoning.  doing it twin on LMP page of city website. Prior to meeting & public hearings.","Recieving new projects in Camino, I have to go to IPS to go back in time. It would ne nice to have all in one place. Camino – instead of having an applicant submit -> we have to pull that application and create a case onlne for public viewing same with Zoning. doing it twin on LMP page of city website. Prior to meeting & public hearings.",positive
NBD Neighborhood Planning,Madison: ERP referrals,Madison: ERP referrals,negative
NBD Neighborhood Planning,Sometimes referrals don’t show up in Desk Review AG on IPS Home Page,Sometimes referrals don’t show up in Desk Review AG on IPS Home Page,negative
NBD Neighborhood Planning,Sometimes doesn’t have access – name doesn’t show up in older cases,Sometimes doesn’t have access – name doesn’t show up in older cases,negative
NBD Neighborhood Planning,Current/previous ownership with date of change – that sort of history summary would be helpful to see,Current/previous ownership with date of change – that sort of history summary would be helpful to see,positive
NBD Neighborhood Planning,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users","Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users",negative
NBD Neighborhood Planning,IPS is so bad with large building complexes,IPS is so bad with large building complexes,negative
NBD Neighborhood Planning,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address,negative
NBD Neighborhood Planning,Time spent pull that info and making sure inform inspector and Ryan – makes it hard to share info with them,Time spent pull that info and making sure inform inspector and Ryan – makes it hard to share info with them,negative
NBD Neighborhood Planning,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don’t know their SBL,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don’t know their SBL,negative
NBD Neighborhood Planning,"Cimone: Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can’t pull info","Cimone: Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can’t pull info",negative
NBD Neighborhood Planning,IPS: Contact book is an abyss – system that can better organize,IPS: Contact book is an abyss – system that can better organize,negative
NBD Neighborhood Planning,Interdepartmental access – being able to see what other people are inputting is helpful,Interdepartmental access – being able to see what other people are inputting is helpful,positive
NBD Neighborhood Planning,"When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else","When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else",negative
NBD Neighborhood Planning,"Zombies properties: Cleaned up process enough, Manila gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they’re not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because","Zombies properties: Cleaned up process enough, Manila gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they’re not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because",negative
NBD Neighborhood Planning,Kaylin: Lack of automation for any kind of data entry,Kaylin: Lack of automation for any kind of data entry,negative
NBD Neighborhood Planning,"If list of hundred updates for foreclosyre properties, have to update each individually","If list of hundred updates for foreclosyre properties, have to update each individually",negative
NBD Neighborhood Planning,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss","Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss",negative
NBD Neighborhood Planning,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things","General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things",negative
NBD Neighborhood Planning,Lack of cross-departmental usage of the same systems – NBD/Finance/Law,Lack of cross-departmental usage of the same systems – NBD/Finance/Law,negative
NBD Neighborhood Planning,Unclear what Law does or uses,Unclear what Law does or uses,negative
NBD Neighborhood Planning,Finance uses a lot of paper and eTax,Finance uses a lot of paper and eTax,positive
