Focus Group,Value Index,Content
Discovery Session | Assessment,29,Triggers re-assessment if change of occupancy e.g. 2-family to 3-family
Discovery Session | Assessment,30,How often are properties re-assessed?
Discovery Session | Assessment,31,"As they move relative to equalization rate, determine which properties to adjust – if they’re low –raise them up"
Discovery Session | Assessment,32,Try to keep everyone close or high
Discovery Session | Assessment,33,No set scheduled – look at what’s going on the market and react
Discovery Session | Assessment,34,Process depends on what the permit is for
Discovery Session | Assessment,35,Tax bill status day Jan 1 – everything on assessment roll has to be as of Jan 1
Discovery Session | Assessment,36,Dec 31 – house fire – would need to reflect by Jan 1
Discovery Session | Assessment,37,If property bruned Jan 2 – would get tax bill as if house was there on Jan 1
Discovery Session | Assessment,38,Assessment has to be aware of time of year
Discovery Session | Assessment,39,If many new permits – check to see whether they’re done or has been issued
Discovery Session | Assessment,40,Would do a run mid-year in Jun
Discovery Session | Assessment,41,"Anything in last month, may check on in Oct-Dec"
Discovery Session | Assessment,42,Field work based on that
Discovery Session | Assessment,43,Don’t want to miss:
Discovery Session | Assessment,44,"New builds, additions, and demolitions"
Discovery Session | Assessment,45,Prioritize assessing for those
Discovery Session | Assessment,46,Others are renovations – those are harder to find – did a homeowner apply or were they honest about the 50k kitchen upgrade
Discovery Session | Assessment,47,Tiny Home for Good – only did HVAC and electrical permit – not permits for interior work
Discovery Session | Assessment,48,"In that instance, assessment can still go look at that property – may not know what the inside look like – can affect value quite a bit"
Discovery Session | Assessment,49,Bottom line is the value – what is the sqft addition – and what will it do to the market value? What assessment’s all about. Sometimes a garage demo can actually add value – curb appeal
Discovery Session | Assessment,50,Looking at things all year round – more heavily monitoring at the end of the year
Discovery Session | Assessment,51,Cyclomedia just did a drive this year – can do so much more just looking at recent photos to see the status of permits – much more efficient for Joe
Discovery Session | Assessment,52,"Cert of Occp doesn’t necessarily need to be issued – if there’s a house that’s 50% complete might do (siding, roof, windows “envelope” of house) - anything less than that, more lienent than that"
Discovery Session | Assessment,53,If there’s a listing for sale and marketing it – they will do a full assessment then
Discovery Session | Assessment,54,Often try to sell w/o CofO (may do finishing buyer wants but house done on Jan 1) - a judgement call on Assessment’s end
Discovery Session | Assessment,55,Looking at whether because CofOs come
Discovery Session | Assessment,56,Other tools:
Discovery Session | Assessment,57,"Eagle View (pictometry, aerial viewer, can overlay with tax map lines and other layers) – STG, hyperlinked through Image Mate Online"
Discovery Session | Assessment,58,Schnieder-owned?
Discovery Session | Assessment,59,RPS
Discovery Session | Assessment,60,Cyclomedia
Discovery Session | Assessment,61,Using more and more now that they have 3 years of drives (multiple drives) - can view historical versus present
Discovery Session | Assessment,62,IPS
Discovery Session | Assessment,63,Camino
Discovery Session | Assessment,64,Pain Points and Challenges
Discovery Session | Assessment,65,Ann: Sometimes when it says Cert of Occp has been issued – can't see it for some reason
Discovery Session | Assessment,66,Joe: Prefers IPS to Camino
Discovery Session | Assessment,67,He likes IPS for what he uses it for
Discovery Session | Assessment,68,"Easily viewable, attainable, exportable"
Discovery Session | Assessment,69,"For Assessment’s purposes as a viewer, has met their needs – not too many negatives"
Discovery Session | Assessment,70,Uses IPS for historical viewing of permits
Discovery Session | Assessment,71,Every now and then issue of something not loading – hasn't been a consistent issue
Discovery Session | Assessment,72,Technology:
Discovery Session | Assessment,73,Likes:
Discovery Session | Assessment,74,Dislikes:
Discovery Session | Assessment,75,Future Capabilities:
Discovery Session | Assessment,76,"As far as current use of IPS – don't know what we don’t know. Before today, didn’t know Rental Registry was in there. Didn’t have a comprehensive training. Haven’t gone down rabbit hole of looking at fines. Knowing what houses have stop work orders is helpful – that would be helpful"
Discovery Session | Assessment,77,Share stop work order map*
Discovery Session | Assessment,78,He would be curious to know of all the stop work orders how many go an obtain a permit?
Discovery Session | Assessment,79,Would be interested to know of everyone that has a stop work order
Discovery Session | Assessment,80,Do sometimes look at real estate listings – may say kitchen has been remodeled or refinished basement – will say assessor doesn’t know right in the listing
Discovery Session | Assessment,81,Would be easier if IPS has building permits – forced to learn new system – Ann completely depends on Joe for look ups in Camino – if we could go to one system and see everything that would be helpful
Discovery Session | Assessment,82,IPS intuitive from their perspective
Discovery Session | Assessment,83,If they could find resubs maps easier – user issue more than anything
BAA Discovery Session | BAA,0,Additional folks to chat with:
BAA Discovery Session | BAA,1,"Also clerks (2), aides (only one info aide right now) - most working on BAA stuff + 2 paralegals"
BAA Discovery Session | BAA,2,"Briana Hart, Admin Aide (other admin aide besides KJ,  does a lot of BAA stuff – would be good to talk to)"
BAA Discovery Session | BAA,3,"Mila, Paralegal"
BAA Discovery Session | BAA,4,"Antoinetta, Clerk"
BAA Discovery Session | BAA,5,IPS Hearings/Adjudication
BAA Discovery Session | BAA,6,Lee
BAA Discovery Session | BAA,7,Ishrat
BAA Discovery Session | BAA,8,Ryan Hatch (in directory as James Ryan Hatch)
BAA Discovery Session | BAA,9,Introductions
BAA Discovery Session | BAA,10,"Tashonia - Supervisor (more so on PVB side, Cecelia on BAA side)"
BAA Discovery Session | BAA,11,Cecelia - Supervisor
BAA Discovery Session | BAA,12,"KJ/Kenneth - Admin Aide (focused on technology, systems)"
BAA Discovery Session | BAA,13,Role
BAA Discovery Session | BAA,14,Process
BAA Discovery Session | BAA,15,"Cecelia: Opens tickets, as supervisor, reviews many case notes"
BAA Discovery Session | BAA,16,"Previously: Hearing scheduling, payment review, helping with defaults or hearing orders (tracking)"
BAA Discovery Session | BAA,17,Collaborates with all coworkers
BAA Discovery Session | BAA,18,Info aides – answering phones – public engagement
BAA Discovery Session | BAA,19,"Admin aides – mainly drafting documents, doing tickets"
BAA Discovery Session | BAA,20,Talks with CPC a lot especially about payments
BAA Discovery Session | BAA,21,"Codes: Hearings, when they want to dismiss a ticket"
BAA Discovery Session | BAA,22,"KJ: Answer phones, tickets, tracking of tickets (service delivery)"
BAA Discovery Session | BAA,23,Serve all Codes tickets – sent by certified mail
BAA Discovery Session | BAA,24,Pain Points and Challenges
BAA Discovery Session | BAA,25,Every part of the BAA process – IPS is not a ticketing/ court adjudication platform – trying to use it for that – it's too much for what BAA is capable of
BAA Discovery Session | BAA,26,Manual ticketing process – drafted in Word docs (time consuming) - leads to human error
BAA Discovery Session | BAA,27,Individual complaint cases – can't see overarching property or user account – have to click on each individual case or even higher level
BAA Discovery Session | BAA,28,FOIL for SHA – have to go into each individual case to see which ones have tickets
BAA Discovery Session | BAA,29,Ideally would be able to view by property and/or property owner
BAA Discovery Session | BAA,30,Payments – fines input for each individual
BAA Discovery Session | BAA,31,Not clear which payments for which date and which for rollover – when CPC or Codes looking at it – hard when other teams looking at it or newer staff – hard to figure out what you’re looking out
BAA Discovery Session | BAA,32,"Sometimes pay a round 2 but not a round 1, confusing when there are multiple"
BAA Discovery Session | BAA,33,Cecelia: cases not linked is top frustration
BAA Discovery Session | BAA,34,"Leah: Hearings – it's not an AJ platform, so ability for PO to contest or schedule the hearing, ability for judge to issue decision"
BAA Discovery Session | BAA,35,"Schedule inspection at point there’s a hearing doing in IPS, but in a perfect world would be similar to parking process which has gotten a lot better"
BAA Discovery Session | BAA,36,"Parking: handheld device – they do ticket, it prints, affix it and take all pictures on there"
BAA Discovery Session | BAA,37,"In perfect world, Codes doing on there"
BAA Discovery Session | BAA,38,At point there is a ticket – Codes is doing it
BAA Discovery Session | BAA,39,"Codes is doing service, mailing"
BAA Discovery Session | BAA,40,Ticket has QR code and it takes them into a portal that shows them all of their pictures
BAA Discovery Session | BAA,41,Constituents can’t access photos currently – security concerns with IPS
BAA Discovery Session | BAA,42,"They can pay or dispute right online (by mail, virtual, or in person – can pick date or time if want in person, if they want virtual, they can schedule directly)"
BAA Discovery Session | BAA,43,Currently – doing virtual in teams and scheduling in person in Word
BAA Discovery Session | BAA,44,"Ideally could schedule across BAA, inspector, PO"
BAA Discovery Session | BAA,45,On that date/time - pop up and record and automatically be in the case
BAA Discovery Session | BAA,46,"Right now if done on Team, save recording and on OneDrive, not linked to case in IPS. In person hearing, doing handheld records. Someone manually pulls off and saves in a file."
BAA Discovery Session | BAA,47,"Whole hearing process – ideally would be more automated for BAA staff, but also more transparent for public"
BAA Discovery Session | BAA,48,Shortcomings: constituents can’t see any of the evidence
BAA Discovery Session | BAA,49,All done manually by BAA staff:
BAA Discovery Session | BAA,50,Notice of appearance for attorney
BAA Discovery Session | BAA,51,Affidavit if LLC
BAA Discovery Session | BAA,52,Ideally would have: Forms generation*
BAA Discovery Session | BAA,53,"When there’s multiple violations, it gets cumbersome in IPS"
BAA Discovery Session | BAA,54,Can’t tell which picture goes to which violation – photos not linked to violation
BAA Discovery Session | BAA,55,Ideally: infestation photo – violation – what homeowner submitted as proof of clearing it up – all linked
BAA Discovery Session | BAA,56,"Often see the inspectors miss things – especially with building certs, fire certs, etc."
BAA Discovery Session | BAA,57,Periodic inspections
BAA Discovery Session | BAA,58,Multiple rounds of tickets – big issue
BAA Discovery Session | BAA,59,"Service component – in a perfect world, BAA has nothing to do with service – ideally system helps Codes so they’re the one doing the service (has to be certified mail and personal)"
BAA Discovery Session | BAA,60,Theoretically new system could help with certified mail tracking
BAA Discovery Session | BAA,61,"Hearing overview sheet – list every violation – BAA doesn’t print all pictures, too cumbersome – don't indicate which image goes with which violation – may bring it up on smart screen – BAA doesn’t rely on pictures too much – rare someone contests underlying violation but would think it would be better built out to connect the two"
BAA Discovery Session | BAA,62,"Sometimes things missed entirely – most communication is on phones for inspectors, so none of that correspondence is captured – that is one facet"
BAA Discovery Session | BAA,63,"Other facet, is within IPS, even if they have updates, still combining through all case notes and attachments to make sense of it"
BAA Discovery Session | BAA,64,"From adjudication/consstuent services: if easier way to have device in field that worked, that pushes notes to including texts and emails"
BAA Discovery Session | BAA,65,One of the biggest things they hear: inspector – texting back and forth or spoken with and that’s not reflected in system
BAA Discovery Session | BAA,66,Technology
BAA Discovery Session | BAA,67,Likes
BAA Discovery Session | BAA,68,Search capabilities is helpful – name or address
BAA Discovery Session | BAA,69,Can’t search by LLC
BAA Discovery Session | BAA,70,"Address search less reliable – ideally would be able to search by mailing address, what’s in google and pull up parcel address"
BAA Discovery Session | BAA,71,Tax ID search is reliable
BAA Discovery Session | BAA,72,Which apartment of the structure is cited? Disconnect between tax map parcels and what those addresses are in USPS
BAA Discovery Session | BAA,73,Dislikes
BAA Discovery Session | BAA,74,Case management
BAA Discovery Session | BAA,75,Other tools
BAA Discovery Session | BAA,76,USPS website for tracking
BAA Discovery Session | BAA,77,"Individualized BAA email and phone line – constituent services, when people get a ticket"
BAA Discovery Session | BAA,78,Dispute through a physical form – mail back to us
BAA Discovery Session | BAA,79,"People email questions, dispute/adjournment requests"
BAA Discovery Session | BAA,80,Same with calls
BAA Discovery Session | BAA,81,MS Teams for virtual hearings
BAA Discovery Session | BAA,82,Outlook for scheduling
BAA Discovery Session | BAA,83,Outlook for communication with Codes to get tickets – Codes emails word docs of ticket
BAA Discovery Session | BAA,84,Leah still gets IPS notification from original build out
BAA Discovery Session | BAA,85,Volume too high
BAA Discovery Session | BAA,86,MS Word for every template or form in the process
BAA Discovery Session | BAA,87,MS Excel for tracking – appeals (used to track for every hearing)
BAA Discovery Session | BAA,88,Weekly calendar sent to Council and others – make in Excel and send PDF
BAA Discovery Session | BAA,89,"In perfect world, hearing calendar would link to city webpage as well as copies of the decision"
BAA Discovery Session | BAA,90,Doodle to schedule appeals panels
BAA Discovery Session | BAA,91,WestLaw to check addresses for services
BAA Discovery Session | BAA,92,Image Mate Online – assessed owner addresses
BAA Discovery Session | BAA,93,County Clerk deed look-up
BAA Discovery Session | BAA,94,AS400
BAA Discovery Session | BAA,95,NYS of State for LLCs and other businesses
BAA Discovery Session | BAA,96,Handheld recorder for hearings
BAA Discovery Session | BAA,97,FoxIt PDFs – for forms and prep for hearings – combining documents
BAA Discovery Session | BAA,98,City won’t pay for Adobe
BAA Discovery Session | BAA,99,Future Capabilities
BAA Discovery Session | BAA,100,Leah: Hearing/court system capabilities – ability for all parts of ticketing/adjudication process
BAA Discovery Session | BAA,101,Cecelia: Ability to link cases. Simple things like UI – if BAA inspections were a different color than Codes
BAA Discovery Session | BAA,102,Communication?
BAA Discovery Session | BAA,103,Teams invite
BAA Discovery Session | BAA,104,Codes engagement in the hearing has changed – up to Ryan
BAA Discovery Session | BAA,105,He started requiring inspectors to come to hearings more recently
BAA Discovery Session | BAA,106,If mechanism where Codes inspector would be required to do something within the software maybe they wouldn’t need to come every time
BAA Discovery Session | BAA,107,"Either missing, or not providing a hearing appropriate update – maybe doesn’t include details of the PO communication or outstanding issue"
BAA Discovery Session | BAA,108,"So many cases are getting dismissed – so Ryan deciding they are going to go the hearing (can be challenging, may interfere with their field work)"
BAA Discovery Session | BAA,109,Codes has started emailing Cecelia if there’s a case they want – deny the referral – if there was something in system so Codes can remove the referral that would be ideal
BAA Discovery Session | BAA,110,May be quicker if tickets weren’t emailed
BAA Discovery Session | BAA,111,Could submit request to dismiss/void - BAA doesn’t care as long
BAA Discovery Session | BAA,112,Cecelia: schedule meeting for BAA actions*
NBD Discovery Session | NBD,0,Role
NBD Discovery Session | NBD,1,"Kaylin: Westside Neighborhood Planner, supports a lot of Housing Strategy work, Foreclosure Preventions, started in Aug 2022s"
NBD Discovery Session | NBD,2,"Cimone: Director of H&NP, tax foreclosure, E Adams redevelopment project, 7 yrs started in 2019"
NBD Discovery Session | NBD,3,"Madison: Northside Planner, CA, ERP Coordinator, 2 yrs in Sept"
NBD Discovery Session | NBD,4,"OOO: Manila, Adol"
NBD Discovery Session | NBD,5,Unavailable: Patty possibly remote? Follow up with her
NBD Discovery Session | NBD,6,Process
NBD Discovery Session | NBD,7,Madison: ERP
NBD Discovery Session | NBD,8,"Review referrals received, use information to draft agenda for ERP meeting, uses IPS for reviewing past cases"
NBD Discovery Session | NBD,9,Draft community ambassador agenda – utilize IPS to look at those cases as well
NBD Discovery Session | NBD,10,Uses IPS to pull complaint action summaries (Codes cases) or community ambassador cases
NBD Discovery Session | NBD,11,Supports case review between Codes department head and Community
NBD Discovery Session | NBD,12,"Also uses IPS to respond to community or Common Council inquiries – address look up, also discusses (or other tools – eTax, County)"
NBD Discovery Session | NBD,13,"Collaborators: Inspectors, Patty, NBD and Codes leads, external: residents, Community Ambassadors"
NBD Discovery Session | NBD,14,Cimone: Presenting properties to Council for foreclosure
NBD Discovery Session | NBD,15,Data in IPS – pulled in R – into Excel – cleaned and prepped for Council
NBD Discovery Session | NBD,16,Certified properties under Rezone for affordability requirements
NBD Discovery Session | NBD,17,Nate sends project information over
NBD Discovery Session | NBD,18,Developer sends confirmation they are meeting Rezone requirements
NBD Discovery Session | NBD,19,Cimone assesses project
NBD Discovery Session | NBD,20,"Email, Excel, FoxIt"
NBD Discovery Session | NBD,21,"Not in IPS – similar to HOME certifications, will want to build out something related to monitoring in IPS"
NBD Discovery Session | NBD,22,"General property research: Constituent, common council, research for infill housing development"
NBD Discovery Session | NBD,23,"IPS, County Clerk database, AS400, Google (obituary searches), OnGov for assessment/sale information"
NBD Discovery Session | NBD,24,"Collaborators: Inspectors, Ryan/Brian"
NBD Discovery Session | NBD,25,"Environmental Reviews: Developer applies for funding, sends project information, Michelle/Michael/Cimone review info with grants team – determine amount in fund amount and whetehr they will be funded – ER triggered when decided they will receive money, HUD HEROS system for federal, state historical preservation website, NEPA assist website for hazardous waste, DEC database, internally – FoxIt, Excel"
NBD Discovery Session | NBD,26,"Collaborators: Developer, Grants team, Michael, Michelle"
NBD Discovery Session | NBD,27,Kaylin: Foreclosure
NBD Discovery Session | NBD,28,"Collaborator: Law, Finance, Jonah/Rose, Cimone"
NBD Discovery Session | NBD,29,"Personal outreach, items that are in eTax (20 different process steps) - added to each case in IPS for ease of tracking"
NBD Discovery Session | NBD,30,"Uses eTax, AS400, county database work"
NBD Discovery Session | NBD,31,"Also for Housing Strategy work: Intake of properties, checks for property ownership records, codes compliance, past permits, old docs (insurance collected, surveys)"
NBD Discovery Session | NBD,32,Pain Points & Challenges
NBD Discovery Session | NBD,33,Madison: ERP referrals
NBD Discovery Session | NBD,34,Sometimes referrals don’t show up in Desk Review AG on IPS Home Page
NBD Discovery Session | NBD,35,Sometimes doesn’t have access – name doesn’t show up in older cases
NBD Discovery Session | NBD,36,Current/previous ownership with date of change – that sort of history summary would be helpful to see
NBD Discovery Session | NBD,37,"Address look-up – likes that View tab is chronological, but gets confusing with all the items in there – hurdle for new users"
NBD Discovery Session | NBD,38,IPS is so bad with large building complexes
NBD Discovery Session | NBD,39,Nob hill – multiple addresses on street – doesn't indicate the building in the parcel address
NBD Discovery Session | NBD,40,Time spent pull that info and making sure inform inspector and Ryan – makes it hard to share info with them
NBD Discovery Session | NBD,41,Differences between mailing address and parcel address – ability to input mailing addresses would be nice – residents don’t know their SBL
NBD Discovery Session | NBD,42,Cimone:
NBD Discovery Session | NBD,43,"Accessing County Clerk database is one of the biggest pain points. Difficulty locating deeds – have to enter LLC names, certain check boxes – not very intuitive, if off by one letter, can’t pull info"
NBD Discovery Session | NBD,44,IPS: Contact book is an abyss – system that can better organize
NBD Discovery Session | NBD,45,Interdepartmental access – being able to see what other people are inputting is helpful
NBD Discovery Session | NBD,46,"When in a complaint case, when trying to put a new property – will ask if you want to replace contacts – way to solve that? Imagine a lot of properties where someone else"
NBD Discovery Session | NBD,47,"Zombies properties: Cleaned up process enough, Manila gets property, initial letter, refers to Law to send second letter – often gets lost, Law not putting info into IPS or they’re not reaching out? Ideally would send second letter and if no response, would put in Blight Busting pipeline – don't always feel comfortable doing because"
NBD Discovery Session | NBD,48,Kaylin: Lack of automation for any kind of data entry
NBD Discovery Session | NBD,49,"If list of hundred updates for foreclosyre properties, have to update each individually"
NBD Discovery Session | NBD,50,"Different systems for everything – eTax to chec if letters sent, or check Finance notes through mass Excel spreadsheet from CPC Viki Voss"
NBD Discovery Session | NBD,51,"General switch over to Camino – has made things hard to find – general permit types, contact information, not keeping or storing insurances or storing surveys – has made customer service side of things harder – harder to locate those things"
NBD Discovery Session | NBD,52,Lack of cross-departmental usage of the same systems – NBD/Finance/Law
NBD Discovery Session | NBD,53,Unclear what Law does or uses
NBD Discovery Session | NBD,54,Finance uses a lot of paper and eTax
NBD Discovery Session | NBD,55,"Positives: Interface is intuitive, likes overview of property on page, ability for tickle dates and reminders (e.g. reminder to follow up on CA FP referrals) - helpful for code compliance and history – seeing deadlines and comply by dates"
NBD Discovery Session | NBD,56,Add/remove entry options to customize data entry
NBD Discovery Session | NBD,57,Pulling data from multiple cases is nice as well
NBD Discovery Session | NBD,58,IPS runs slow when doing mass data entry – may crash
NBD Discovery Session | NBD,59,Cross-departmental use more of the challenge
NBD Discovery Session | NBD,60,Technology – Likes
NBD Discovery Session | NBD,61,All users can leave notes in Codes staff notes - helpful
NBD Discovery Session | NBD,62,Technology – Dislikes
NBD Discovery Session | NBD,63,Kaylin: Likes that people can view cases – have sometimes found entry made or updates made by someone else – ways to lock up general access or status to certain people but still having read access – ideally would be role based access (admin role for specific case type)
NBD Discovery Session | NBD,64,Future Capabilities
NBD Discovery Session | NBD,65,Madison:
NBD Discovery Session | NBD,66,Selecting from drop-down for referrals (referred from) - for referral types (which agency they came from) and making a required field – data validation
NBD Discovery Session | NBD,67,System for DSS resettlement referrals – would be helpful to have documented which agency placed them within the system – would be great to be all in one place to track more regularly
NBD Discovery Session | NBD,68,Set up ambassador referrals externally – when DSS case is inputted
NBD Discovery Session | NBD,69,"Kaylin: Loves IPS generally, only pain point is manual data entry (having to pay for bulk updates through vendor)"
NBD Discovery Session | NBD,70,Cimone: System that comes with video trainings. Sometimes we have interns to do data entry – lots of time to explain it
NBD Discovery Session | NBD,71,Viewing eTax amounts would be helpful – would need to be daily
NBD Discovery Session | NBD,72,"Tax trust, county compromise agreements – legal stuff we have no insight into would be helpful to see"
NBD Discovery Session | NBD,73,Also at will of Law for them to enter in eTax in the first place – more of an FP process
NBD Discovery Session | NBD,74,Ideally a unified location for that
NBD Discovery Session | NBD,75,Bankruptcy info is another one we don’t have great visibility into – typically updated in eTax
NBD Discovery Session | NBD,76,Madison: View street/houses nearby
NBD Discovery Session | NBD,77,"Ability see # of vacants, # tax delinquent properties in different quadrants - could be helpful planning tool"
NBD Discovery Session | NBD,78,Expanding to include spatial element – move toward more of proactive model
NBD Discovery Session | NBD,79,Other tools:
NBD Discovery Session | NBD,80,"ArcGIS, Google Maps, eTax, County Clerk database, AS400, eTax, RStudio (report pulling, QPD production)"
NBD Discovery Session | NBD,81,Process mapping – could be helpful to bring this to NBD Quarterly
NBD Discovery Session | NBD,82,Madison will share ERP process map
NBD Discovery Session | NBD,83,Suinana – Cityline process mapping could be shared
CPC Discovery Session | CPC,0,Role
CPC Discovery Session | CPC,1,"Vincent - Workflow Coordinator – CPC – Tax Trusts, BAA, Tax Search – Uses IPS often – 7 years 2 months"
CPC Discovery Session | CPC,2,"Dan, Control Clerk – use IPS every day – 2.5 yr"
CPC Discovery Session | CPC,3,"Post BAA ticket payments from online and cashier, conduct tax searches"
CPC Discovery Session | CPC,4,Bob (not here) - creates estimates and researches fines for tax trusts
CPC Discovery Session | CPC,5,Viki – DC of Finance – 5 years Sept
CPC Discovery Session | CPC,6,Process
CPC Discovery Session | CPC,7,Viki: Prepare Tax Trust quote
CPC Discovery Session | CPC,8,Musi involved – creates estimate for PO – researches fines in IPS
CPC Discovery Session | CPC,9,"Tools: AS400, eTax, variety of spreadsheets (), AIMS (parking, illegal setout violations), Altevta (automated enforcement), judgements outstanding against owner (email Brian C. in Law)"
CPC Discovery Session | CPC,10,Dan: Tax searches
CPC Discovery Session | CPC,11,Any owed amounts on the property
CPC Discovery Session | CPC,12,"IPS – BAA tickets *what slows down the most – if property has a lot violations, takes a long time to load"
CPC Discovery Session | CPC,13,Once ID case numbers – email Cecelia in BAA with complaint numbers to verify outstanding balance total (not always accurate – may be due for increase of fees)
CPC Discovery Session | CPC,14,Dan: Post payments
CPC Discovery Session | CPC,15,Cashier payments at window or pay online
CPC Discovery Session | CPC,16,Pretty streamlined for Dan
CPC Discovery Session | CPC,17,Search by violation number – post payment so that IPS reflects most recent
CPC Discovery Session | CPC,18,"Only check throughout the day, cashier will check for the day prior"
CPC Discovery Session | CPC,19,Vincent: Review work of staff including Dan. Review tax trust – make sure that’s all accurate
CPC Discovery Session | CPC,20,Review work
CPC Discovery Session | CPC,21,"Tools: IPS, AIMS, Invoice Cloud"
CPC Discovery Session | CPC,22,Other collaborators:
CPC Discovery Session | CPC,23,BAA for IPS primarily
CPC Discovery Session | CPC,24,Codes – Viki will call Codes if someone applied for Rental Registry – if someone scheduled inspection – follow up on status if scheduled but no recorded results
CPC Discovery Session | CPC,25,Speak to Anthony over there
CPC Discovery Session | CPC,26,Pain Points & Challenges
CPC Discovery Session | CPC,27,Dan:
CPC Discovery Session | CPC,28,Icon for whether violation is open or closed – not always accurate (?)
CPC Discovery Session | CPC,29,Symbols of open/closed slows them down
CPC Discovery Session | CPC,30,Can search by complaint number
CPC Discovery Session | CPC,31,One ticket number could have multiple violation numbers – can't search by violation number (complaint and violation numbers in same format) - can be a hold up
CPC Discovery Session | CPC,32,Search IPS by address
CPC Discovery Session | CPC,33,BAA case may be closed – try to prevent additional charge on that ticket
CPC Discovery Session | CPC,34,Viki:
CPC Discovery Session | CPC,35,Call BAA to see what balance truly is
CPC Discovery Session | CPC,36,For what CPC uses it for – difficult to pin down exactly what’s outstanding
CPC Discovery Session | CPC,37,Tax Trusts – repayment agreement for delinquent taxes – want to be sure that they’re caught up on everything they owe the city
CPC Discovery Session | CPC,38,Use IPS to find where they had a previous rental certificate and whether they’re due or not
CPC Discovery Session | CPC,39,"Also do Tax Searches – have become much more complicated than when they started – use to be outstanding tax balances, then charged with that any outstanding debts on property should be reported on tax search to endeavor to get them paid (board ups, clean ups, ERPs, demos)"
CPC Discovery Session | CPC,40,Want to makes sure anything outstanding shows up on tax search – including BAA or Codes fines
CPC Discovery Session | CPC,41,BAA in the name of the person for whom the fine was sent
CPC Discovery Session | CPC,42,If unpaid and sold to new owner – new owner not responsible for that fine but still shows up as fine against the property
CPC Discovery Session | CPC,43,Could pay it and sue civilly – technically new owner not responsible for it
CPC Discovery Session | CPC,44,Viki: BAA fines – BAA needs to update their fines timeline – about 6 months behind on updating those – unclear what the back up is due to
CPC Discovery Session | CPC,45,"Vincent: Customers are confused, when they come to make payment without ticket, ask for duplicate paperwork – lot of staff have problem with pulling up oroginal ticket – listed under notes – there are so many attachments on the case – have to review each attachment on a case – has to go in pull up correct attachment for staff"
CPC Discovery Session | CPC,46,Sometimes original ticket has original payment – have to go to the next one to find defaulted amount
CPC Discovery Session | CPC,47,Send to BAA when they need to verify the amount – not always sure if they’re due for another charge
CPC Discovery Session | CPC,48,Search by address – system slow to pull up cases
CPC Discovery Session | CPC,49,Technology – Likes
CPC Discovery Session | CPC,50,"Many ways to search – address, owner name"
CPC Discovery Session | CPC,51,Would like to see way to search by violation number
CPC Discovery Session | CPC,52,Property addresses same in eTax – shared assessed parcel addresses
CPC Discovery Session | CPC,53,Verify address on eTax before they go to IPS
CPC Discovery Session | CPC,54,Likes ability to see pictures – helpful for verifying violations
CPC Discovery Session | CPC,55,Technology – Dislikes
CPC Discovery Session | CPC,56,Way to make violation number syntax different from complaint number?
CPC Discovery Session | CPC,57,Future Capabilities
CPC Discovery Session | CPC,58,Looking up of outstanding violations – if you have an account for a property – outstanding balance of every violation at the property level – make it obvious what is outstanding and help reduce
CPC Discovery Session | CPC,59,Would mean they don’t have to look up each individual cases
CPC Discovery Session | CPC,60,IPS system – in AIMS – property owner has outstanding balance – can look under license plate – can see 10 ticket and total balance of each ticket (at a glance over view + ability to print account summary for property – which would list each individual ticket with the corresponding balance) – then click into each and see individual status of each ticket
CPC Discovery Session | CPC,61,Ties into main account – what's missing here – an account overview
CPC Discovery Session | CPC,62,Can also merge multiple license plates together – can merge contacts together
CPC Discovery Session | CPC,63,At-a-glance/account summary – would be nice to have a cover sheet (still ability to drill down)
CPC Discovery Session | CPC,64,Fees outstanding- reliable number (total $$)
CPC Discovery Session | CPC,65,If current RR or CC – when are they due for renewal?
CPC Discovery Session | CPC,66,Integrations?
CPC Discovery Session | CPC,67,Viki: Thinks data imports can get confusing – prone to breaking
CPC Discovery Session | CPC,68,Prefers for look ups to happen in system of record for eTax – accurate in eTax
CPC Discovery Session | CPC,69,One program that does everything – untenable
CPC Discovery Session | CPC,70,"Hub for all municipal violations would make sense – e.g. parking, ISOs – AIMS?"
CPC Discovery Session | CPC,71,"Cut/cleans, board ups, demos – spreadsheets"
CPC Discovery Session | CPC,72,Daily listing for cut/cleans - invoice
CPC Discovery Session | CPC,73,If unpaid by Apr 1 – on taxes by May 20 (6 weeks to go through every spreadsheet)
CPC Discovery Session | CPC,74,BAA spreadsheet on outstanding fines – first year they’ve done it
CPC Discovery Session | CPC,75,AIMS report for ISOs
CPC Discovery Session | CPC,76,Municipal sidewalks
CPC Discovery Session | CPC,77,A lot of prep goes into doing tax bills
CPC Discovery Session | CPC,78,Add late charges to spreadsheet
CPC Discovery Session | CPC,79,"Codes used to do all billing for cut/cleans, demos"
CPC Discovery Session | CPC,80,Centralized – sent to Brad – sent to Viki
CPC Discovery Session | CPC,81,"Codes was using AS400 to keep all data – time consuming, duplication – worked with Mike and put together spreadsheet and that’s what they used"
CPC Discovery Session | CPC,82,Future system – would be helpful to have invoice generation capability
CPC Discovery Session | CPC,83,Software – automatically add late fee to outstanding BAA ticket – instead of CPC trying to locate – don't always know BAA balance is correct
CPC Discovery Session | CPC,84,For tax search – 3-day deadline to get back to requestor – if BAA is out or unable to ask question
CPC Discovery Session | CPC,85,Mayberry RFD -
NBD Discovery Session | NBD Data Team,0,Role:
NBD Discovery Session | NBD Data Team,1,Experience:
